# Title: January - December 2021 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MD-035,Queen Anne&#039;s County,Maryland,67.3,2.4,120,64.9
MD-037,St. Mary&#039;s County,Maryland,68,2.3,114,65.8
MD-039,Somerset County,Maryland,68.8,3.2,124,65.6
MD-041,Talbot County,Maryland,67.9,2.8,120,65.1
MD-043,Washington County,Maryland,65.4,2.3,116,63
MD-045,Wicomico County,Maryland,69.2,3.5,125,65.7
MD-047,Worcester County,Maryland,68.1,3.1,120,65
MD-510,Baltimore City,Maryland,68.7,4.2,127,64.5
MD-511,Washington, D.C.,District of Columbia,67.9,2.6,123,65.2
MA-001,Barnstable County,Massachusetts,60.2,3.4,125,56.8
MA-003,Berkshire County,Massachusetts,56.9,2.2,115,54.7
MA-005,Bristol County,Massachusetts,61.9,3.2,121,58.8
MA-007,Dukes County,Massachusetts,60.9,3.5,124,57.4
MA-009,Essex County,Massachusetts,59.9,2.8,118,57.1
MA-011,Franklin County,Massachusetts,59.4,2.9,122,56.5
MA-013,Hampden County,Massachusetts,60.1,2.3,116,57.8
MA-015,Hampshire County,Massachusetts,59.6,2,112,57.6
MA-017,Middlesex County,Massachusetts,61.6,3.3,122,58.2
MA-019,Nantucket County,Massachusetts,58.9,3.5,124,55.4
MA-021,Norfolk County,Massachusetts,62.2,3.7,124,58.5
MA-023,Plymouth County,Massachusetts,62.2,3.8,126,58.4
MA-025,Suffolk County,Massachusetts,61.8,4,124,57.7
MA-027,Worcester County,Massachusetts,60.1,3.3,122,56.9
MI-001,Alcona County,Michigan,56.6,3.9,127,52.7
MI-003,Alger County,Michigan,53.1,3.2,123,49.8
MI-005,Allegan County,Michigan,60.2,2.3,121,57.8
MI-007,Alpena County,Michigan,56.8,4.2,127,52.6
MI-009,Antrim County,Michigan,56.4,3.6,126,52.7
MI-011,Arenac County,Michigan,58.2,3.6,126,54.6
MI-013,Baraga County,Michigan,52.5,4,125,48.6
MI-015,Barry County,Michigan,59.8,2.5,122,57.3
MI-017,Bay County,Michigan,58.9,3.6,126,55.3
MI-019,Benzie County,Michigan,56.3,4.4,125,51.9
MI-021,Berrien County,Michigan,60.7,2.5,121,58.2
MI-023,Branch County,Michigan,60.5,3,121,57.5
MI-025,Calhoun County,Michigan,59.9,2.7,121,57.2
MI-027,Cass County,Michigan,60.8,2.8,122,58
MI-029,Charlevoix County,Michigan,55.9,3.1,125,52.8
MI-031,Cheboygan County,Michigan,55.7,3.4,125,52.4
MI-033,Chippewa County,Michigan,53.4,4.1,127,49.3
MI-035,Clare County,Michigan,57.9,3.8,126,54.1
MI-037,Clinton County,Michigan,59.9,3.3,126,56.6
MI-039,Crawford County,Michigan,56.2,3.4,125,52.8
MI-041,Delta County,Michigan,54.3,3.4,123,50.9
MI-043,Dickinson County,Michigan,54.8,4,126,50.8
MI-045,Eaton County,Michigan,59.6,2.8,122,56.8
MI-047,Emmet County,Michigan,54.8,3.4,126,51.4
MI-049,Genesee County,Michigan,60.1,3.7,127,56.3
MI-051,Gladwin County,Michigan,58.5,3.4,126,55.1
MI-053,Gogebic County,Michigan,52.5,3.2,121,49.3
MI-055,Grand Traverse County,Michigan,57.3,4.5,126,52.8
MI-057,Gratiot County,Michigan,59.6,3.7,126,56
MI-059,Hillsdale County,Michigan,60.1,3.1,123,57
MI-061,Houghton County,Michigan,54.1,4.6,127,49.5
MI-063,Huron County,Michigan,57.9,4.1,127,53.7
MI-065,Ingham County,Michigan,59.9,3.5,127,56.4
MI-067,Ionia County,Michigan,59.5,2.9,122,56.6
MI-069,Iosco County,Michigan,57.5,4,127,53.5
MI-071,Iron County,Michigan,53.4,3.9,126,49.4
MI-073,Isabella County,Michigan,59.1,4,127,55.1
MI-075,Jackson County,Michigan,60,3.5,127,56.5
MI-077,Kalamazoo County,Michigan,60.3,2.3,122,57.9
MI-079,Kalkaska County,Michigan,56.7,3.8,125,52.9
MI-081,Kent County,Michigan,59.6,2.9,123,56.7
MI-083,Keweenaw County,Michigan,52.7,5,128,47.8
MI-085,Lake County,Michigan,57.5,2.7,120,54.8
MI-087,Lapeer County,Michigan,59.4,3.6,127,55.9
MI-089,Leelanau County,Michigan,55.8,4.3,126,51.4
MI-091,Lenawee County,Michigan,61,3.4,125,57.6
MI-093,Livingston County,Michigan,59.9,3.8,126,56.1
MI-095,Luce County,Michigan,52.6,3.4,125,49.2
MI-097,Mackinac County,Michigan,53.2,3.6,125,49.5
MI-099,Macomb County,Michigan,60.5,3.8,127,56.8
MI-101,Manistee County,Michigan,56.3,3,118,53.3
MI-103,Marquette County,Michigan,53.2,4,125,49.2
MI-105,Mason County,Michigan,56.4,2.2,113,54.3
MI-107,Mecosta County,Michigan,58.3,3.1,126,55.2
MI-109,Menominee County,Michigan,55.7,3.3,122,52.4
MI-111,Midland County,Michigan,59.4,3.8,126,55.7
MI-113,Missaukee County,Michigan,57.1,3.9,126,53.2
MI-115,Monroe County,Michigan,62.2,4,127,58.1
MI-117,Montcalm County,Michigan,59,3.3,124,55.8
MI-119,Montmorency County,Michigan,56.4,3.6,126,52.8
MI-121,Muskegon County,Michigan,59.5,3.5,126,56.1
MI-123,Newaygo County,Michigan,58.8,2.9,125,55.8
MI-125,Oakland County,Michigan,60,3.7,127,56.3
MI-127,Oceana County,Michigan,57.9,3,122,54.9
MI-129,Ogemaw County,Michigan,57.4,3.8,127,53.6
MI-131,Ontonagon County,Michigan,53.6,3.7,124,49.9
MI-133,Osceola County,Michigan,57.4,3.4,127,53.9
MI-135,Oscoda County,Michigan,56.5,3.7,127,52.8
MI-137,Otsego County,Michigan,55.4,3.4,124,52
MI-139,Ottawa County,Michigan,60,2.9,124,57
MI-141,Presque Isle County,Michigan,56,3.7,126,52.3
MI-143,Roscommon County,Michigan,57.1,3.7,126,53.4
MI-145,Saginaw County,Michigan,60,3.8,127,56.2
MI-147,St. Clair County,Michigan,59.6,3.7,127,55.9
MI-149,St. Joseph County,Michigan,60.6,2.5,121,58.1
MI-151,Sanilac County,Michigan,58.3,3.7,127,54.6
MI-153,Schoolcraft County,Michigan,53.5,2.9,122,50.5
MI-155,Shiawassee County,Michigan,60.1,3.6,127,56.4
MI-157,Tuscola County,Michigan,59.1,3.6,127,55.5
MI-159,Van Buren County,Michigan,60.6,2.4,122,58.2
MI-161,Washtenaw County,Michigan,60.5,3.8,126,56.7
MI-163,Wayne County,Michigan,61.7,4.1,127,57.6
MI-165,Wexford County,Michigan,56.9,3.8,125,53.1
MN-001,Aitkin County,Minnesota,53.8,4.3,124,49.5
MN-003,Anoka County,Minnesota,56.9,3.6,124,53.3
MN-005,Becker County,Minnesota,54,4.6,126,49.4
MN-007,Beltrami County,Minnesota,53.1,4.6,126,48.5
MN-009,Benton County,Minnesota,55.7,4.2,125,51.5
MN-011,Big Stone County,Minnesota,57.8,4.3,125,53.5
MN-013,Blue Earth County,Minnesota,57.6,2.5,120,55.1
MN-015,Brown County,Minnesota,58.3,3,123,55.3
MN-017,Carlton County,Minnesota,52.4,3.1,121,49.4
MN-019,Carver County,Minnesota,57.2,3.5,124,53.8
MN-021,Cass County,Minnesota,54.2,5,127,49.2
MN-023,Chippewa County,Minnesota,58,3.8,125,54.2
MN-025,Chisago County,Minnesota,56.4,3.3,124,53
MN-027,Clay County,Minnesota,55.7,4.8,126,50.9
MN-029,Clearwater County,Minnesota,52.9,4.3,125,48.6
MN-031,Cook County,Minnesota,49.7,3.7,123,46
MN-033,Cottonwood County,Minnesota,57.9,3.3,124,54.6
MN-035,Crow Wing County,Minnesota,54.9,4.9,127,50
MN-037,Dakota County,Minnesota,57.7,3.5,126,54.2
MN-039,Dodge County,Minnesota,56.5,2.9,121,53.6
MN-041,Douglas County,Minnesota,55.2,4.6,126,50.5
MN-043,Faribault County,Minnesota,57.6,2.4,119,55.2
MN-045,Fillmore County,Minnesota,56.5,2.1,117,54.4
MN-047,Freeborn County,Minnesota,57,2.7,120,54.3
MN-049,Goodhue County,Minnesota,56.9,2.9,123,53.9
MN-051,Grant County,Minnesota,56.1,4.5,126,51.6
MN-053,Hennepin County,Minnesota,57.3,3.8,125,53.6
MN-055,Houston County,Minnesota,57.4,2.5,120,54.9
MN-057,Hubbard County,Minnesota,53.9,4.8,127,49
MN-059,Isanti County,Minnesota,56.6,4.2,125,52.5
MN-061,Itasca County,Minnesota,53.2,4.6,124,48.6
MN-063,Jackson County,Minnesota,57.9,2.8,122,55
MN-065,Kanabec County,Minnesota,55.5,4.4,124,51.1
MN-067,Kandiyohi County,Minnesota,56.8,4,126,52.8
MN-069,Kittson County,Minnesota,54.4,6.8,129,47.5
MN-071,Koochiching County,Minnesota,53.1,5.1,128,48
MN-073,Lac qui Parle County,Minnesota,57.9,3.4,125,54.5
MN-075,Lake County,Minnesota,51.1,4.2,125,46.9
MN-077,Lake of the Woods County,Minnesota,53.1,5.4,129,47.6
MN-079,Le Sueur County,Minnesota,57,2.5,121,54.5
MN-081,Lincoln County,Minnesota,56.4,2.8,120,53.6
MN-083,Lyon County,Minnesota,57.5,2.9,119,54.6
MN-085,McLeod County,Minnesota,57.1,3.4,125,53.7
MN-087,Mahnomen County,Minnesota,53.4,4.2,125,49.1
MN-089,Marshall County,Minnesota,54.1,5.6,129,48.5
MN-091,Martin County,Minnesota,57.7,2.8,121,54.9
MN-093,Meeker County,Minnesota,56.3,3.5,125,52.8
MN-095,Mille Lacs County,Minnesota,55.5,4.5,125,50.9
MN-097,Morrison County,Minnesota,55.3,4.6,125,50.7
MN-099,Mower County,Minnesota,56.6,2.8,121,53.8
MN-101,Murray County,Minnesota,56.5,2.3,114,54.3
MN-103,Nicollet County,Minnesota,57.5,2.5,122,55
MN-105,Nobles County,Minnesota,57.2,2,114,55.1
MN-107,Norman County,Minnesota,54.8,4.3,126,50.4
MN-109,Olmsted County,Minnesota,56.9,2.9,121,54
MN-111,Otter Tail County,Minnesota,55,4.8,126,50.2
MN-113,Pennington County,Minnesota,53.7,4.9,127,48.8
MN-115,Pine County,Minnesota,54.3,3.4,123,50.8
MN-117,Pipestone County,Minnesota,56.6,2.1,115,54.5
MN-119,Polk County,Minnesota,54.2,4.5,126,49.7
MN-121,Pope County,Minnesota,56.2,4.7,126,51.5
MN-123,Ramsey County,Minnesota,57.4,3.7,125,53.8
MN-125,Red Lake County,Minnesota,54,4.8,126,49.2
MN-127,Redwood County,Minnesota,58,2.7,122,55.3
MN-129,Renville County,Minnesota,57.6,3,124,54.6
MN-131,Rice County,Minnesota,57,3,121,54
MN-133,Rock County,Minnesota,58.1,2.4,119,55.7
MN-135,Roseau County,Minnesota,53.7,6.3,129,47.3
MN-137,St. Louis County,Minnesota,52.5,4.5,124,48
MN-139,Scott County,Minnesota,57.6,3.4,125,54.2
MN-141,Sherburne County,Minnesota,56.3,3.8,125,52.5
MN-143,Sibley County,Minnesota,57.5,3.1,123,54.4
MN-145,Stearns County,Minnesota,55.9,4.4,125,51.5
MN-147,Steele County,Minnesota,56.7,2.9,120,53.9
MN-149,Stevens County,Minnesota,56.8,4.5,126,52.4
MN-151,Swift County,Minnesota,57.6,4.4,126,53.2
MN-153,Todd County,Minnesota,55.2,4.9,127,50.3
MN-155,Traverse County,Minnesota,57.1,4.3,125,52.9
MN-157,Wabasha County,Minnesota,57.3,3.1,122,54.2
MN-159,Wadena County,Minnesota,54.6,4.7,126,49.9
MN-161,Waseca County,Minnesota,57,2.6,119,54.4
MN-163,Washington County,Minnesota,57,3.3,125,53.7
MN-165,Watonwan County,Minnesota,58.6,3.6,124,55
MN-167,Wilkin County,Minnesota,56.5,4.8,126,51.7
MN-169,Winona County,Minnesota,57,2.9,122,54.1
MN-171,Wright County,Minnesota,56.6,3.6,125,53
MN-173,Yellow Medicine County,Minnesota,57.9,3.1,123,54.8
MS-001,Adams County,Mississippi,76.9,-0.2,56,77.1
MS-003,Alcorn County,Mississippi,72.2,0.4,85,71.8
MS-005,Amite County,Mississippi,77.4,0.4,80,77
MS-007,Attala County,Mississippi,74.3,-0,62,74.3
MS-009,Benton County,Mississippi,72.3,0.5,83,71.7
MS-011,Bolivar County,Mississippi,73,-0.9,41,73.9
MS-013,Calhoun County,Mississippi,74,0.2,73,73.8
MS-015,Carroll County,Mississippi,74.9,0.9,91,74
MS-017,Chickasaw County,Mississippi,74.2,0.5,83,73.7
MS-019,Choctaw County,Mississippi,73.7,0,61,73.7
MS-021,Claiborne County,Mississippi,76.7,-0,60,76.7
MS-023,Clarke County,Mississippi,76.1,-0.4,50,76.4
MS-025,Clay County,Mississippi,74.7,0.5,83,74.2
MS-027,Coahoma County,Mississippi,72.9,-0.1,63,73
MS-029,Copiah County,Mississippi,76.9,0.2,72,76.8
MS-031,Covington County,Mississippi,76.8,-0.3,51,77.1
MS-033,DeSoto County,Mississippi,71.8,-0.5,49,72.3
MS-035,Forrest County,Mississippi,77.6,-0.2,57,77.9
MS-037,Franklin County,Mississippi,77,0.2,73,76.8
MS-039,George County,Mississippi,78.3,0.3,79,77.9
MS-041,Greene County,Mississippi,77.6,-0.4,45,78
MS-043,Grenada County,Mississippi,74.5,0.4,74,74.1
MS-045,Hancock County,Mississippi,77,0.3,75,76.7
MS-047,Harrison County,Mississippi,77.5,0.6,92,76.9
MS-049,Hinds County,Mississippi,76.5,0.2,71,76.4
MS-051,Holmes County,Mississippi,75.4,0.8,91,74.6
MS-053,Humphreys County,Mississippi,75.5,0.5,80,74.9
MS-055,Issaquena County,Mississippi,75.3,-0.1,53,75.4
MS-057,Itawamba County,Mississippi,73.9,0.7,87,73.2
MS-059,Jackson County,Mississippi,78.2,1.1,105,77.1
MS-061,Jasper County,Mississippi,76,-0.2,51,76.3
MS-063,Jefferson County,Mississippi,76.7,-0,71,76.7
MS-065,Jefferson Davis County,Mississippi,76.7,-0.3,52,77
MS-067,Jones County,Mississippi,76.9,-0.4,44,77.3
MS-069,Kemper County,Mississippi,75,-0.1,52,75.1
MS-071,Lafayette County,Mississippi,73.6,0.3,74,73.3
MS-073,Lamar County,Mississippi,77.3,-0.2,57,77.5
MS-075,Lauderdale County,Mississippi,75.5,0,61,75.5
MS-077,Lawrence County,Mississippi,77.2,-0,60,77.2
MS-079,Leake County,Mississippi,74.9,-0.1,53,75.1
MS-081,Lee County,Mississippi,74.3,1,100,73.3
MS-083,Leflore County,Mississippi,75.5,1,94,74.5
MS-085,Lincoln County,Mississippi,77,0.4,80,76.6
MS-087,Lowndes County,Mississippi,75.2,0.7,89,74.6
MS-089,Madison County,Mississippi,75.5,-0.2,59,75.7
MS-091,Marion County,Mississippi,77.3,-0.2,51,77.6
MS-093,Marshall County,Mississippi,72.4,0.2,73,72.2
MS-095,Monroe County,Mississippi,74.2,0.2,75,74
MS-097,Montgomery County,Mississippi,73.7,-0.2,56,73.9
MS-099,Neshoba County,Mississippi,74.8,-0.1,52,74.9
MS-101,Newton County,Mississippi,75.6,0,69,75.6
MS-103,Noxubee County,Mississippi,75.3,0.4,79,74.9
MS-105,Oktibbeha County,Mississippi,74.9,0.7,87,74.2
MS-107,Panola County,Mississippi,73,-0.4,55,73.4
MS-109,Pearl River County,Mississippi,77.5,0.2,75,77.3
MS-111,Perry County,Mississippi,77.7,-0.4,54,78
MS-113,Pike County,Mississippi,77.7,0.8,94,76.9
MS-115,Pontotoc County,Mississippi,73.9,0.9,90,73.1
MS-117,Prentiss County,Mississippi,73.3,0.8,98,72.5
MS-119,Quitman County,Mississippi,73,-0.4,49,73.4
MS-121,Rankin County,Mississippi,76.5,0.2,75,76.2
MS-123,Scott County,Mississippi,75.7,0,70,75.7
MS-125,Sharkey County,Mississippi,75.1,-0.2,53,75.3
MS-127,Simpson County,Mississippi,76.8,0.1,71,76.7
MS-129,Smith County,Mississippi,76.4,-0,60,76.4
MS-131,Stone County,Mississippi,78,0.2,78,77.8
MS-133,Sunflower County,Mississippi,74.2,-0.1,62,74.3
MS-135,Tallahatchie County,Mississippi,74.3,0.3,77,74
MS-137,Tate County,Mississippi,72.1,-0.7,40,72.8
MS-139,Tippah County,Mississippi,72.4,0.7,91,71.8
MS-141,Tishomingo County,Mississippi,72.7,0.4,83,72.2
MS-143,Tunica County,Mississippi,72.1,-0.6,45,72.7
MS-145,Union County,Mississippi,73.6,0.9,99,72.7
MS-147,Walthall County,Mississippi,77.3,0.3,73,77.1
MS-149,Warren County,Mississippi,76.2,0.1,71,76.1
MS-151,Washington County,Mississippi,74.2,-0.5,45,74.8
MS-153,Wayne County,Mississippi,76.4,-0.9,27,77.3
MS-155,Webster County,Mississippi,73.6,0,59,73.6
MS-157,Wilkinson County,Mississippi,77,-0.4,46,77.4
MS-159,Winston County,Mississippi,74.4,0.2,71,74.2
MS-161,Yalobusha County,Mississippi,74,0.2,70,73.8
MS-163,Yazoo County,Mississippi,75.4,-0,68,75.4
MO-001,Adair County,Missouri,63.6,2.1,112,61.5
MO-003,Andrew County,Missouri,65,2.1,112,62.9
MO-005,Atchison County,Missouri,64.7,2,111,62.7
MO-007,Audrain County,Missouri,64.6,0.8,89,63.8
MO-009,Barry County,Missouri,68.6,1,97,67.6
MO-011,Barton County,Missouri,68.1,0.5,83,67.6
MO-013,Bates County,Missouri,67.2,0.8,91,66.4
MO-015,Benton County,Missouri,67,0.6,83,66.4
MO-017,Bollinger County,Missouri,67.3,-0.1,63,67.4
MO-019,Boone County,Missouri,65.8,1.2,100,64.6
MO-021,Buchanan County,Missouri,65.7,1.9,112,63.8
MO-023,Butler County,Missouri,69,-0.7,47,69.7
MO-025,Caldwell County,Missouri,64.6,1.5,103,63.1
MO-027,Callaway County,Missouri,66.5,1.6,106,64.9
MO-029,Camden County,Missouri,68.5,1.6,107,66.9
MO-031,Cape Girardeau County,Missouri,68.1,1,94,67.1
MO-033,Carroll County,Missouri,64.9,0.7,87,64.2
MO-035,Carter County,Missouri,68.5,-0,69,68.5
MO-037,Cass County,Missouri,66.3,1.3,102,65
MO-039,Cedar County,Missouri,68.4,1,98,67.4
MO-041,Chariton County,Missouri,64.9,0.9,93,64
MO-043,Christian County,Missouri,68,1,97,67
MO-045,Clark County,Missouri,62.3,0.5,84,61.8
MO-047,Clay County,Missouri,65.8,1.6,107,64.2
MO-049,Clinton County,Missouri,64.9,1.9,106,63.1
MO-051,Cole County,Missouri,67.4,1.3,102,66.1
MO-053,Cooper County,Missouri,66.2,1.1,95,65.2
MO-055,Crawford County,Missouri,67.5,0.6,82,66.9
MO-057,Dade County,Missouri,68.6,1.1,98,67.5
MO-059,Dallas County,Missouri,67.3,0.7,86,66.6
MO-061,Daviess County,Missouri,64.3,1.8,109,62.5
MO-063,DeKalb County,Missouri,64.6,2.2,111,62.4
MO-065,Dent County,Missouri,67,0,69,67
MO-067,Douglas County,Missouri,68.3,1.4,100,66.9
MO-069,Dunklin County,Missouri,70.3,0.2,78,70.1
MO-071,Franklin County,Missouri,67.4,1.3,98,66.1
MO-073,Gasconade County,Missouri,67,1.2,94,65.9
MO-075,Gentry County,Missouri,64.4,2.4,113,62
MO-077,Greene County,Missouri,67.6,0.8,86,66.8
MO-079,Grundy County,Missouri,63.9,1.4,103,62.5
MO-081,Harrison County,Missouri,63.7,2.3,112,61.4
MO-083,Henry County,Missouri,66.9,0.5,80,66.4
MO-085,Hickory County,Missouri,67.3,0.5,83,66.8
MO-087,Holt County,Missouri,65.5,2.1,112,63.3
MO-089,Howard County,Missouri,65.5,1,92,64.5
MO-091,Howell County,Missouri,69.4,2,114,67.4
MO-093,Iron County,Missouri,66.9,0.4,76,66.6
MO-095,Jackson County,Missouri,66,1.5,104,64.5
MO-097,Jasper County,Missouri,68.9,1,97,67.9
MO-099,Jefferson County,Missouri,68,1.8,110,66.2
MO-101,Johnson County,Missouri,66.3,1.4,101,64.9
MO-103,Knox County,Missouri,63.2,1.3,96,61.8
MO-105,Laclede County,Missouri,67.5,0.9,91,66.6
MO-107,Lafayette County,Missouri,65.7,1.2,100,64.5
MO-109,Lawrence County,Missouri,68,0.7,90,67.2
MO-111,Lewis County,Missouri,63,0.6,88,62.4
MO-113,Lincoln County,Missouri,65.7,1.2,92,64.5
MO-115,Linn County,Missouri,64,0.8,94,63.1
MO-117,Livingston County,Missouri,64.3,0.8,94,63.5
MO-119,McDonald County,Missouri,69.9,1.3,103,68.6
MO-121,Macon County,Missouri,64.1,1.6,103,62.5
MO-123,Madison County,Missouri,66.8,-0.2,62,66.9
MO-125,Maries County,Missouri,67.8,1.2,101,66.6
MO-127,Marion County,Missouri,63.8,0.7,89,63.1
MO-129,Mercer County,Missouri,62.8,1.4,100,61.4
MO-131,Miller County,Missouri,68.4,1.7,109,66.6
MO-133,Mississippi County,Missouri,69,0.6,87,68.5
MO-135,Moniteau County,Missouri,66.6,1.1,99,65.5
MO-137,Monroe County,Missouri,64.1,0.7,87,63.4
MO-139,Montgomery County,Missouri,65.7,1.2,96,64.5
MO-141,Morgan County,Missouri,67.1,1.2,102,65.9
MO-143,New Madrid County,Missouri,69.2,0.1,71,69.1
MO-145,Newton County,Missouri,69.4,1.6,107,67.8
MO-147,Nodaway County,Missouri,64.3,2.5,113,61.8
MO-149,Oregon County,Missouri,70,1.6,108,68.4
MO-151,Osage County,Missouri,67.6,1.4,103,66.1
MO-153,Ozark County,Missouri,69.6,1.5,103,68.1
MO-155,Pemiscot County,Missouri,70.6,0.7,91,69.8
MO-157,Perry County,Missouri,67.1,0.3,80,66.8
MO-159,Pettis County,Missouri,66.4,1.1,101,65.3
MO-161,Phelps County,Missouri,67.9,0.9,87,67.1
MO-163,Pike County,Missouri,64.5,0.9,89,63.7
MO-165,Platte County,Missouri,66.3,2,114,64.3
MO-167,Polk County,Missouri,68,1.2,99,66.8
MO-169,Pulaski County,Missouri,68.7,1.7,110,67
MO-171,Putnam County,Missouri,62.8,1.3,100,61.5
MO-173,Ralls County,Missouri,64.2,0.8,89,63.4
MO-175,Randolph County,Missouri,64.6,1.2,95,63.4
MO-177,Ray County,Missouri,65.2,1.2,99,64
MO-179,Reynolds County,Missouri,67.5,0,68,67.5
MO-181,Ripley County,Missouri,69.4,0.2,72,69.3
MO-183,St. Charles County,Missouri,67.2,1.7,108,65.5
MO-185,St. Clair County,Missouri,67.6,0.3,76,67.3
MO-186,Ste. Genevieve County,Missouri,67,0.6,87,66.5
MO-187,St. Francois County,Missouri,67.1,1,96,66.1
MO-189,St. Louis County,Missouri,67.3,1.6,108,65.6
MO-195,Saline County,Missouri,65.7,1,97,64.7
MO-197,Schuyler County,Missouri,62.9,1.7,105,61.2
MO-199,Scotland County,Missouri,62.7,1.2,98,61.5
MO-201,Scott County,Missouri,68.9,0.9,94,68
MO-203,Shannon County,Missouri,68.5,0.7,83,67.8
MO-205,Shelby County,Missouri,63.4,0.9,91,62.5
MO-207,Stoddard County,Missouri,68.5,-0.4,52,68.9
MO-209,Stone County,Missouri,68.9,0.9,93,68.1
MO-211,Sullivan County,Missouri,63.2,1.2,98,62
MO-213,Taney County,Missouri,70.1,1.8,110,68.3
MO-215,Texas County,Missouri,67.3,0.6,80,66.7
MO-217,Vernon County,Missouri,67.5,0.1,76,67.4
MO-219,Warren County,Missouri,66.5,1.6,102,64.9
MO-221,Washington County,Missouri,67.6,1.3,101,66.3
MO-223,Wayne County,Missouri,67.3,-1.1,30,68.4
MO-225,Webster County,Missouri,66.5,0.7,86,65.8
MO-227,Worth County,Missouri,63.7,2.4,113,61.3
MO-229,Wright County,Missouri,66.9,0.7,85,66.2
MO-510,St. Louis City,Missouri,67.3,1.7,107,65.6
MT-001,Beaverhead County,Montana,51.2,3.4,126,47.8
MT-003,Big Horn County,Montana,60.1,3.8,122,56.3
MT-005,Blaine County,Montana,57.1,3.6,116,53.5
MT-007,Broadwater County,Montana,56.2,3.1,121,53.1
MT-009,Carbon County,Montana,56.3,3.6,123,52.6
MT-011,Carter County,Montana,60.9,5.2,128,55.7
MT-013,Cascade County,Montana,56.8,2.5,113,54.3
MT-015,Chouteau County,Montana,59.2,3.4,116,55.8
MT-017,Custer County,Montana,61.4,4.3,123,57.1
MT-019,Daniels County,Montana,55,4.5,123,50.5
MT-021,Dawson County,Montana,59.6,5,126,54.6
MT-023,Deer Lodge County,Montana,51.3,3.8,126,47.5
MT-025,Fallon County,Montana,59.9,4.9,127,55
MT-027,Fergus County,Montana,58.5,3.2,116,55.2
MT-029,Flathead County,Montana,52.3,3.4,127,48.9
MT-031,Gallatin County,Montana,53.8,3.4,126,50.4
MT-033,Garfield County,Montana,59.9,4.3,124,55.6
MT-035,Glacier County,Montana,51.8,3.1,118,48.7
MT-037,Golden Valley County,Montana,59,2.4,113,56.6
MT-039,Granite County,Montana,51.9,3.4,125,48.5
MT-041,Hill County,Montana,56.7,3.5,114,53.2
MT-043,Jefferson County,Montana,54.9,4.3,127,50.6
MT-045,Judith Basin County,Montana,55.6,2.9,117,52.6
MT-047,Lake County,Montana,56.3,3.4,127,52.9
MT-049,Lewis and Clark County,Montana,53.6,2.9,120,50.7
MT-051,Liberty County,Montana,56.7,3.4,112,53.4
MT-053,Lincoln County,Montana,53.8,3.1,125,50.8
MT-055,McCone County,Montana,59.2,4.7,126,54.6
MT-057,Madison County,Montana,53.2,3.5,126,49.7
MT-059,Meagher County,Montana,53.2,3.7,124,49.5
MT-061,Mineral County,Montana,54,2.7,126,51.4
MT-063,Missoula County,Montana,54.4,3.2,127,51.2
MT-065,Musselshell County,Montana,60.1,2.4,111,57.6
MT-067,Park County,Montana,52.9,3.6,125,49.3
MT-069,Petroleum County,Montana,60.9,3.4,118,57.6
MT-071,Phillips County,Montana,58.4,4,120,54.4
MT-073,Pondera County,Montana,55.3,2.5,109,52.8
MT-075,Powder River County,Montana,61.8,4.2,125,57.6
MT-077,Powell County,Montana,52.9,3.3,125,49.6
MT-079,Prairie County,Montana,60.2,4.4,124,55.8
MT-081,Ravalli County,Montana,53.2,3.3,127,49.9
MT-083,Richland County,Montana,59.2,5.4,128,53.8
MT-085,Roosevelt County,Montana,57.9,5.4,128,52.5
MT-087,Rosebud County,Montana,60.7,3.5,118,57.2
MT-089,Sanders County,Montana,55.6,2.9,126,52.7
MT-091,Sheridan County,Montana,55.9,5.1,125,50.8
MT-093,Silver Bow County,Montana,53.3,4.1,127,49.2
MT-095,Stillwater County,Montana,57,2.1,113,54.9
MT-097,Sweet Grass County,Montana,56.1,3,120,53.1
MT-099,Teton County,Montana,55.1,2.3,109,52.8
MT-101,Toole County,Montana,56.3,2.6,104,53.6
MT-103,Treasure County,Montana,61.5,3.6,120,57.9
MT-105,Valley County,Montana,56.7,4.3,123,52.5
MT-107,Wheatland County,Montana,57.4,3,119,54.4
MT-109,Wibaux County,Montana,59.5,4.9,126,54.6
MT-111,Yellowstone County,Montana,60.9,3,116,57.9
NE-001,Adams County,Nebraska,64.3,2,108,62.3
NE-003,Antelope County,Nebraska,61.5,1.8,107,59.7
NE-005,Arthur County,Nebraska,63.4,3,122,60.4
NE-007,Banner County,Nebraska,63.9,3.5,124,60.4
NE-009,Blaine County,Nebraska,63.8,2.2,114,61.6
NE-011,Boone County,Nebraska,62.2,2.6,114,59.6
NE-013,Box Butte County,Nebraska,62.9,3.1,120,59.8
NE-015,Boyd County,Nebraska,62.8,2.8,122,60
NE-017,Brown County,Nebraska,63.8,3.1,123,60.7
NE-019,Buffalo County,Nebraska,64,2.1,110,61.9
NE-021,Burt County,Nebraska,62.5,2.8,118,59.7
NE-023,Butler County,Nebraska,62.7,2.1,109,60.6
NE-025,Cass County,Nebraska,63.6,2.2,110,61.4
NE-027,Cedar County,Nebraska,61.4,2.7,120,58.8
NE-029,Chase County,Nebraska,67.1,3,121,64
NE-031,Cherry County,Nebraska,63.5,3.6,127,59.8
