ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
AZ-005,Coconino County,Arizona,68.3,2.4,113,65.9,
AZ-007,Gila County,Arizona,74.1,1.7,102,72.4,
AZ-009,Graham County,Arizona,75.2,1.5,101,73.6,
AZ-011,Greenlee County,Arizona,70.9,1.6,104,69.3,
AZ-012,La Paz County,Arizona,86.3,2,115,84.3,
AZ-013,Maricopa County,Arizona,84.9,1.5,102,83.4,
AZ-015,Mohave County,Arizona,76.6,2.4,118,74.1,
AZ-017,Navajo County,Arizona,67.5,2,106,65.5,
AZ-019,Pima County,Arizona,83.5,2.3,112,81.2,
AZ-021,Pinal County,Arizona,83.3,1.6,102,81.7,
AZ-023,Santa Cruz County,Arizona,76.4,1.7,103,74.7,
AZ-025,Yavapai County,Arizona,75.5,2.9,117,72.6,
AZ-027,Yuma County,Arizona,88.1,2.5,118,85.6,
AR-001,Arkansas County,Arkansas,73.3,0.5,82,72.8,
AR-003,Ashley County,Arkansas,76.3,1.5,106,74.8,
AR-005,Baxter County,Arkansas,70.5,1.3,105,69.2,
AR-007,Benton County,Arkansas,70.1,1.5,106,68.6,
AR-009,Boone County,Arkansas,69.8,1.6,106,68.3,
AR-011,Bradley County,Arkansas,75.5,0.9,99,74.6,
AR-013,Calhoun County,Arkansas,75.2,0.5,86,74.7,
AR-015,Carroll County,Arkansas,69.3,1.2,99,68.1,
AR-017,Chicot County,Arkansas,75.8,1,100,74.8,
AR-019,Clark County,Arkansas,74.8,0.7,90,74.1,
AR-021,Clay County,Arkansas,70.2,0.1,72,70.1,
AR-023,Cleburne County,Arkansas,71,1.2,104,69.7,
AR-025,Cleveland County,Arkansas,74.3,0.3,83,73.9,
AR-027,Columbia County,Arkansas,75.5,0.4,81,75.1,
AR-029,Conway County,Arkansas,73,1.1,99,71.9,
AR-031,Craighead County,Arkansas,70.3,-0.1,67,70.3,
AR-033,Crawford County,Arkansas,72.4,1.7,111,70.6,
AR-035,Crittenden County,Arkansas,72.5,1,98,71.5,
AR-037,Cross County,Arkansas,71.3,0.3,80,71.1,
AR-039,Dallas County,Arkansas,74.2,0,72,74.1,
AR-041,Desha County,Arkansas,73.8,0.1,72,73.7,
AR-043,Drew County,Arkansas,74.9,0.8,87,74.1,
AR-045,Faulkner County,Arkansas,72.6,0.6,89,71.9,
AR-047,Franklin County,Arkansas,71.9,1.4,101,70.5,
AR-049,Fulton County,Arkansas,70,1.4,103,68.6,
AR-051,Garland County,Arkansas,73.7,1.3,103,72.4,
AR-053,Grant County,Arkansas,74.4,0.5,86,73.9,
AR-055,Greene County,Arkansas,70,0,68,70.1,
AR-057,Hempstead County,Arkansas,75.3,1.2,104,74.2,
AR-059,Hot Spring County,Arkansas,74.2,0.6,88,73.5,
AR-061,Howard County,Arkansas,74.6,1.7,110,72.9,
AR-063,Independence County,Arkansas,70.1,0.3,76,69.8,
AR-065,Izard County,Arkansas,70.1,0.9,93,69.2,
AR-067,Jackson County,Arkansas,70.3,0.1,74,70.2,
AR-069,Jefferson County,Arkansas,74,0.7,88,73.3,
AR-071,Johnson County,Arkansas,70.9,1.2,98,69.7,
AR-073,Lafayette County,Arkansas,76.2,1.1,102,75.1,
AR-075,Lawrence County,Arkansas,69.5,-0.4,51,69.9,
AR-077,Lee County,Arkansas,72.5,0.6,85,71.9,
AR-079,Lincoln County,Arkansas,74.2,0.7,91,73.5,
AR-081,Little River County,Arkansas,76.1,2.1,114,74,
AR-083,Logan County,Arkansas,73,1.4,103,71.6,
AR-085,Lonoke County,Arkansas,73.2,0.5,84,72.7,
AR-087,Madison County,Arkansas,68.8,1.5,103,67.2,
AR-089,Marion County,Arkansas,70.5,1.3,101,69.1,
AR-091,Miller County,Arkansas,76.6,1.6,114,74.9,
AR-093,Mississippi County,Arkansas,70.8,0.2,74,70.6,
AR-095,Monroe County,Arkansas,72.6,0.6,89,71.9,
AR-097,Montgomery County,Arkansas,73.7,2,113,71.8,
AR-099,Nevada County,Arkansas,75.4,1,99,74.4,
AR-101,Newton County,Arkansas,67.9,0.7,89,67.2,
AR-103,Ouachita County,Arkansas,75.3,0.4,83,74.9,
AR-105,Perry County,Arkansas,73.8,1.5,107,72.3,
AR-107,Phillips County,Arkansas,72.9,0.6,83,72.3,
AR-109,Pike County,Arkansas,74.4,1.3,104,73,
AR-111,Poinsett County,Arkansas,70.8,0.1,74,70.7,
AR-113,Polk County,Arkansas,72.7,2.2,116,70.5,
AR-115,Pope County,Arkansas,71.7,1.1,100,70.6,
AR-117,Prairie County,Arkansas,72.7,0.5,85,72.2,
AR-119,Pulaski County,Arkansas,73.5,0.7,85,72.9,
AR-121,Randolph County,Arkansas,69.8,0.2,72,69.6,
AR-123,St. Francis County,Arkansas,72.1,0.5,87,71.5,
AR-125,Saline County,Arkansas,73.4,0.7,87,72.8,
AR-127,Scott County,Arkansas,73.3,2.2,116,71.1,
AR-129,Searcy County,Arkansas,68.9,0.4,80,68.5,
AR-131,Sebastian County,Arkansas,73.9,2,113,71.9,
AR-133,Sevier County,Arkansas,75.6,2.5,119,73.1,
AR-135,Sharp County,Arkansas,69.1,0.1,65,69.1,
AR-137,Stone County,Arkansas,70,1.2,99,68.9,
AR-139,Union County,Arkansas,76.1,1,101,75.1,
AR-141,Van Buren County,Arkansas,70.4,0.8,96,69.5,
AR-143,Washington County,Arkansas,70.2,1.8,110,68.4,
AR-145,White County,Arkansas,72,0.8,94,71.2,
AR-147,Woodruff County,Arkansas,71.4,0.2,76,71.2,
AR-149,Yell County,Arkansas,73.9,1.9,114,72,
CA-001,Alameda County,California,72.2,3.6,127,68.6,
CA-003,Alpine County,California,57.5,2.6,124,54.9,
CA-005,Amador County,California,72.6,2.9,123,69.7,
CA-007,Butte County,California,75.7,4.8,129,70.9,
CA-009,Calaveras County,California,73.2,2.8,124,70.4,
CA-011,Colusa County,California,78,4.2,129,73.8,
CA-013,Contra Costa County,California,73.5,3.5,127,70,
CA-015,Del Norte County,California,63.9,3.6,126,60.2,
CA-017,El Dorado County,California,67.9,2.6,123,65.3,
CA-019,Fresno County,California,70.7,3.2,128,67.5,
CA-021,Glenn County,California,76.1,4.3,129,71.8,
CA-023,Humboldt County,California,65.1,2.5,118,62.5,
CA-025,Imperial County,California,89.2,2.8,123,86.4,
CA-027,Inyo County,California,75.5,2.8,124,72.7,
CA-029,Kern County,California,77.1,3.4,127,73.7,
CA-031,Kings County,California,79.2,3.1,128,76,
CA-033,Lake County,California,71.6,3.1,126,68.5,
CA-035,Lassen County,California,62.1,2.5,118,59.6,
CA-037,Los Angeles County,California,76.2,4.5,128,71.6,
CA-039,Madera County,California,72,3.5,128,68.5,
CA-041,Marin County,California,66.1,2.6,123,63.4,
CA-043,Mariposa County,California,70.4,2.7,123,67.7,
CA-045,Mendocino County,California,69,2.7,124,66.3,
CA-047,Merced County,California,76.8,3.2,128,73.6,
CA-049,Modoc County,California,62.4,3.6,124,58.8,
CA-051,Mono County,California,60.3,2.7,123,57.5,
CA-053,Monterey County,California,74.4,2.8,126,71.6,
CA-055,Napa County,California,74.2,3.2,126,71,
CA-057,Nevada County,California,66.4,2.6,122,63.8,
CA-059,Orange County,California,76.9,4.1,127,72.9,
CA-061,Placer County,California,67.8,2.6,122,65.2,
CA-063,Plumas County,California,62.4,2.8,123,59.7,
CA-065,Riverside County,California,83,3.1,124,79.9,
CA-067,Sacramento County,California,77.9,4,127,73.9,
CA-069,San Benito County,California,73.5,2.9,126,70.6,
CA-071,San Bernardino County,California,80.5,3.1,124,77.4,
CA-073,San Diego County,California,77.7,3.5,126,74.2,
CA-075,San Francisco County,California,65.3,1.7,113,63.6,
CA-077,San Joaquin County,California,78,4.7,128,73.3,
CA-079,San Luis Obispo County,California,75.7,4.1,128,71.6,
CA-081,San Mateo County,California,66.7,1.5,113,65.2,
CA-083,Santa Barbara County,California,72.8,4.4,126,68.4,
CA-085,Santa Clara County,California,71.6,3,126,68.6,
CA-087,Santa Cruz County,California,69.4,2.2,118,67.2,
CA-089,Shasta County,California,70.8,4.1,128,66.6,
CA-091,Sierra County,California,61.7,2.6,121,59,
CA-093,Siskiyou County,California,63.1,3.8,126,59.3,
CA-095,Solano County,California,75.5,3.4,126,72.2,
CA-097,Sonoma County,California,70.1,2.7,124,67.4,
CA-099,Stanislaus County,California,76.2,3.3,125,72.9,
CA-101,Sutter County,California,79.2,4.3,129,74.9,
CA-103,Tehama County,California,73.9,4.4,129,69.6,
CA-105,Trinity County,California,67.7,4.4,126,63.4,
CA-107,Tulare County,California,69.1,3.2,128,66,
CA-109,Tuolumne County,California,64.1,2,121,62,
CA-111,Ventura County,California,72.9,4.5,127,68.3,
CA-113,Yolo County,California,78,3.7,127,74.3,
CA-115,Yuba County,California,76,3.9,128,72.1,
CO-001,Adams County,Colorado,65.8,2.2,114,63.5,
CO-003,Alamosa County,Colorado,60.5,2.8,120,57.7,
CO-005,Arapahoe County,Colorado,65.2,2.2,114,63,
CO-007,Archuleta County,Colorado,59.4,2,119,57.4,
CO-009,Baca County,Colorado,70.3,2.1,114,68.1,
CO-011,Bent County,Colorado,70,2.1,107,67.9,
CO-013,Boulder County,Colorado,58,1,92,57,
CO-014,Broomfield County,Colorado,65.8,1.4,102,64.3,
CO-015,Chaffee County,Colorado,51.2,0.7,81,50.5,
CO-017,Cheyenne County,Colorado,67.7,3.2,117,64.4,
CO-019,Clear Creek County,Colorado,48.8,0.9,89,48,
CO-021,Conejos County,Colorado,55.6,2.6,122,53,
CO-023,Costilla County,Colorado,57.7,2.6,118,55.1,
CO-025,Crowley County,Colorado,68.8,2.3,107,66.5,
CO-027,Custer County,Colorado,55.8,1.6,107,54.2,
CO-029,Delta County,Colorado,60.8,3.2,119,57.6,
CO-031,Denver County,Colorado,65.9,1.6,107,64.3,
CO-033,Dolores County,Colorado,57.6,2.7,122,54.9,
CO-035,Douglas County,Colorado,61.7,1.2,100,60.5,
CO-037,Eagle County,Colorado,52.5,1.4,100,51.1,
CO-039,Elbert County,Colorado,64.4,2.7,122,61.7,
CO-041,El Paso County,Colorado,63.4,2.4,118,61,
CO-043,Fremont County,Colorado,60.2,0.9,91,59.3,
CO-045,Garfield County,Colorado,55.9,2,108,53.9,
CO-047,Gilpin County,Colorado,51.1,0.9,90,50.2,
CO-049,Grand County,Colorado,50.2,1,90,49.1,
CO-051,Gunnison County,Colorado,52.1,2.1,112,50.1,
CO-053,Hinsdale County,Colorado,49,2.2,116,46.8,
CO-055,Huerfano County,Colorado,61.7,1.5,104,60.3,
CO-057,Jackson County,Colorado,49.8,1.1,89,48.7,
CO-059,Jefferson County,Colorado,60.1,0.7,84,59.4,
CO-061,Kiowa County,Colorado,68.6,2.4,111,66.2,
CO-063,Kit Carson County,Colorado,67.3,3.6,123,63.7,
CO-065,Lake County,Colorado,47.7,1.4,101,46.3,
CO-067,La Plata County,Colorado,59.5,2.4,117,57.1,
CO-069,Larimer County,Colorado,55.8,2.2,110,53.6,
CO-071,Las Animas County,Colorado,66.8,1.7,106,65.1,
CO-073,Lincoln County,Colorado,66.7,2.6,114,64,
CO-075,Logan County,Colorado,65.5,2.5,113,63,
CO-077,Mesa County,Colorado,60.9,2.9,117,58,
CO-079,Mineral County,Colorado,51.1,2.5,120,48.6,
CO-081,Moffat County,Colorado,57.6,2,105,55.6,
CO-083,Montezuma County,Colorado,63.7,2.6,121,61.1,
CO-085,Montrose County,Colorado,62.4,3.3,121,59.1,
CO-087,Morgan County,Colorado,65.9,3,117,62.9,
CO-089,Otero County,Colorado,69.6,1.9,102,67.7,
CO-091,Ouray County,Colorado,56,3.1,118,52.9,
CO-093,Park County,Colorado,51.9,0.7,84,51.3,
CO-095,Phillips County,Colorado,66.3,3,123,63.3,
CO-097,Pitkin County,Colorado,50.2,1.4,99,48.8,
CO-099,Prowers County,Colorado,70.2,2.5,117,67.7,
CO-101,Pueblo County,Colorado,68,1.5,107,66.4,
CO-103,Rio Blanco County,Colorado,57.3,1.6,103,55.7,
CO-105,Rio Grande County,Colorado,56.3,3.4,124,52.9,
CO-107,Routt County,Colorado,52.8,1.9,107,50.9,
CO-109,Saguache County,Colorado,54.6,2.2,120,52.4,
CO-111,San Juan County,Colorado,47.4,2.7,119,44.6,
CO-113,San Miguel County,Colorado,59.3,2.6,119,56.7,
CO-115,Sedgwick County,Colorado,65.3,2.2,110,63.1,
CO-117,Summit County,Colorado,47.8,0.9,87,46.9,
CO-119,Teller County,Colorado,54.4,0.6,84,53.7,
CO-121,Washington County,Colorado,65.6,2.4,108,63.2,
CO-123,Weld County,Colorado,64.5,1.9,107,62.6,
CO-125,Yuma County,Colorado,66.7,2.8,116,63.9,
CT-001,Fairfield County,Connecticut,62.8,3.6,126,59.2,
CT-003,Hartford County,Connecticut,62.2,3.2,122,59,
CT-005,Litchfield County,Connecticut,59.7,3,122,56.7,
CT-007,Middlesex County,Connecticut,61.9,2.9,121,59,
CT-009,New Haven County,Connecticut,61.7,2.7,118,59,
CT-011,New London County,Connecticut,61.6,2.9,122,58.6,
CT-013,Tolland County,Connecticut,61,3.1,124,57.8,
CT-015,Windham County,Connecticut,60.9,3,121,58,
DE-001,Kent County,Delaware,66.2,2,108,64.2,
DE-003,New Castle County,Delaware,65.2,2,108,63.2,
DE-005,Sussex County,Delaware,67.5,2.8,116,64.7,
FL-001,Alachua County,Florida,81.7,1.2,109,80.4,
FL-003,Baker County,Florida,81.1,2.1,118,79,
FL-005,Bay County,Florida,79.3,2.1,116,77.2,
FL-007,Bradford County,Florida,81.4,1.6,117,79.7,
FL-009,Brevard County,Florida,81.6,1,100,80.5,
FL-011,Broward County,Florida,86.3,2.6,126,83.7,
FL-013,Calhoun County,Florida,79.7,1.6,112,78.1,
FL-015,Charlotte County,Florida,85.5,1.8,123,83.6,
FL-017,Citrus County,Florida,82,1.6,111,80.5,
FL-019,Clay County,Florida,81.5,2.3,121,79.2,
FL-021,Collier County,Florida,87,2.5,128,84.4,
FL-023,Columbia County,Florida,81.1,1.6,115,79.5,
FL-027,DeSoto County,Florida,85.2,1.4,120,83.8,
FL-029,Dixie County,Florida,81.3,1.9,121,79.3,
FL-031,Duval County,Florida,80.9,2.8,123,78,
FL-033,Escambia County,Florida,79.1,1.5,119,77.6,
FL-035,Flagler County,Florida,82.1,2.5,124,79.6,
FL-037,Franklin County,Florida,79.3,1.3,111,77.9,
FL-039,Gadsden County,Florida,79.4,0.7,95,78.7,
FL-041,Gilchrist County,Florida,81.7,1.8,118,79.9,
FL-043,Glades County,Florida,85.5,2,124,83.5,
FL-045,Gulf County,Florida,79.3,1.9,114,77.4,
FL-047,Hamilton County,Florida,80.4,1.1,112,79.3,
FL-049,Hardee County,Florida,85.2,2,122,83.2,
FL-051,Hendry County,Florida,86.5,2.5,129,84,
FL-053,Hernando County,Florida,83,2.3,123,80.7,
FL-055,Highlands County,Florida,85.2,1.8,123,83.4,
FL-057,Hillsborough County,Florida,84.4,3,126,81.3,
FL-059,Holmes County,Florida,79.2,0.9,104,78.2,
FL-061,Indian River County,Florida,83,1.7,117,81.3,
FL-063,Jackson County,Florida,79.1,0.7,97,78.4,
FL-065,Jefferson County,Florida,80,1.3,111,78.7,
FL-067,Lafayette County,Florida,81,1.5,116,79.5,
FL-069,Lake County,Florida,83.5,2.1,123,81.4,
FL-071,Lee County,Florida,86.4,2.8,129,83.6,
FL-073,Leon County,Florida,79.9,0.9,100,79,
FL-075,Levy County,Florida,81.8,2,121,79.8,
FL-077,Liberty County,Florida,80,1.5,112,78.5,
FL-079,Madison County,Florida,80.2,1.3,110,78.8,
FL-081,Manatee County,Florida,84.2,1.7,122,82.5,
FL-083,Marion County,Florida,82.4,1.5,115,80.9,
FL-085,Martin County,Florida,84.9,2.5,125,82.4,
FL-086,Miami-Dade County,Florida,86,2.5,124,83.6,
FL-087,Monroe County,Florida,86,2.5,125,83.5,
FL-089,Nassau County,Florida,80.5,2.5,120,78.1,
FL-091,Okaloosa County,Florida,79.8,1.9,123,78,
FL-093,Okeechobee County,Florida,84.5,2,123,82.6,
FL-095,Orange County,Florida,83.8,2,122,81.9,
FL-097,Osceola County,Florida,84.1,1.8,120,82.3,
FL-099,Palm Beach County,Florida,85.9,2.7,128,83.2,
FL-101,Pasco County,Florida,83.8,2.9,125,80.9,
FL-103,Pinellas County,Florida,83.7,3.4,129,80.3,
FL-105,Polk County,Florida,84.9,2.1,123,82.7,
FL-107,Putnam County,Florida,82.1,2,122,80.1,
FL-109,St. Johns County,Florida,81.3,2.9,124,78.4,
FL-111,St. Lucie County,Florida,84,2.2,125,81.9,
FL-113,Santa Rosa County,Florida,79.4,1.5,119,77.9,
FL-115,Sarasota County,Florida,83.9,0.8,95,83.1,
FL-117,Seminole County,Florida,83.2,1.6,117,81.6,
FL-119,Sumter County,Florida,83.1,1.9,122,81.3,
FL-121,Suwannee County,Florida,80.7,1.3,111,79.5,
FL-123,Taylor County,Florida,80.7,1.8,124,78.9,
FL-125,Union County,Florida,81.3,1.6,115,79.7,
FL-127,Volusia County,Florida,82.6,2.1,123,80.5,
FL-129,Wakulla County,Florida,80.1,1.2,107,78.9,
FL-131,Walton County,Florida,79.6,1.7,119,77.9,
FL-133,Washington County,Florida,79.5,1.2,107,78.3,
GA-001,Appling County,Georgia,79.5,1.4,114,78,
GA-003,Atkinson County,Georgia,79.4,1.2,112,78.2,
GA-005,Bacon County,Georgia,79.4,1.2,112,78.2,
GA-007,Baker County,Georgia,78.2,0.5,89,77.7,
GA-009,Baldwin County,Georgia,77.1,1.6,110,75.5,
GA-011,Banks County,Georgia,73.1,1.9,118,71.2,
GA-013,Barrow County,Georgia,73.7,2.2,122,71.5,
GA-015,Bartow County,Georgia,72.6,0.5,89,72.1,
GA-017,Ben Hill County,Georgia,78.5,2.1,119,76.4,
GA-019,Berrien County,Georgia,78.8,1.1,108,77.7,
GA-021,Bibb County,Georgia,77.6,1.9,117,75.7,
GA-023,Bleckley County,Georgia,78.1,2.1,119,76,
GA-025,Brantley County,Georgia,80.2,2,120,78.2,
GA-027,Brooks County,Georgia,79,0.5,94,78.5,
GA-029,Bryan County,Georgia,79.5,2.3,126,77.2,
GA-031,Bulloch County,Georgia,79.3,2.4,126,76.9,
GA-033,Burke County,Georgia,77.4,2.1,119,75.2,
GA-035,Butts County,Georgia,76.3,2.4,118,73.9,
GA-037,Calhoun County,Georgia,77.8,0.6,91,77.2,
GA-039,Camden County,Georgia,79.8,2.3,121,77.5,
GA-043,Candler County,Georgia,79,2.1,125,76.9,
GA-045,Carroll County,Georgia,73.4,1.5,107,71.8,
GA-047,Catoosa County,Georgia,72,1.2,99,70.9,
GA-049,Charlton County,Georgia,80.7,2,120,78.6,
GA-051,Chatham County,Georgia,78.9,2.3,123,76.6,
GA-053,Chattahoochee County,Georgia,77,0.9,103,76.1,
GA-055,Chattooga County,Georgia,72.3,0.4,83,71.9,
GA-057,Cherokee County,Georgia,71.6,1,99,70.6,
GA-059,Clarke County,Georgia,74.6,2.6,125,72,
GA-061,Clay County,Georgia,77.5,0.6,93,76.9,
GA-063,Clayton County,Georgia,74.5,2.4,119,72.1,
GA-065,Clinch County,Georgia,80.1,1.2,114,78.9,
GA-067,Cobb County,Georgia,72.8,1.4,108,71.3,
GA-069,Coffee County,Georgia,79,1.5,115,77.5,
GA-071,Colquitt County,Georgia,78.1,0.7,98,77.4,
GA-073,Columbia County,Georgia,75.4,1.1,101,74.3,
GA-075,Cook County,Georgia,78.6,0.8,100,77.8,
GA-077,Coweta County,Georgia,74.7,1.8,116,72.8,
GA-079,Crawford County,Georgia,77.1,1.6,116,75.5,
GA-081,Crisp County,Georgia,78.8,2.7,124,76.1,
GA-083,Dade County,Georgia,70.1,0.5,87,69.6,
GA-085,Dawson County,Georgia,70.4,1.2,105,69.1,
GA-087,Decatur County,Georgia,78.9,0.3,87,78.6,
GA-089,DeKalb County,Georgia,73.7,2.3,117,71.5,
GA-091,Dodge County,Georgia,78.1,1.9,117,76.2,
GA-093,Dooly County,Georgia,78.5,2.5,124,76,
GA-095,Dougherty County,Georgia,78.4,1.1,109,77.3,
GA-097,Douglas County,Georgia,73.4,1.7,111,71.6,
GA-099,Early County,Georgia,78,0.5,91,77.5,
GA-101,Echols County,Georgia,80.1,1,108,79.1,
GA-103,Effingham County,Georgia,78.9,2.2,122,76.7,
GA-105,Elbert County,Georgia,74.5,2.1,120,72.3,
GA-107,Emanuel County,Georgia,78,1.6,116,76.4,
GA-109,Evans County,Georgia,79.6,2,125,77.6,
GA-111,Fannin County,Georgia,68.6,1.2,105,67.4,
GA-113,Fayette County,Georgia,74.8,2.1,119,72.6,
GA-115,Floyd County,Georgia,73,0.3,80,72.7,
GA-117,Forsyth County,Georgia,71.6,1.5,108,70.1,
GA-119,Franklin County,Georgia,73.3,1.8,114,71.5,
GA-121,Fulton County,Georgia,73.4,2,117,71.4,
GA-123,Gilmer County,Georgia,68.9,1,101,68,
GA-125,Glascock County,Georgia,75.9,1.2,108,74.7,
GA-127,Glynn County,Georgia,79.7,2.6,126,77.1,
GA-129,Gordon County,Georgia,72.4,0.5,86,71.9,
GA-131,Grady County,Georgia,78.6,0.4,84,78.3,
GA-133,Greene County,Georgia,75.8,2.2,119,73.7,
GA-135,Gwinnett County,Georgia,73,2.1,117,71,
GA-137,Habersham County,Georgia,70.4,0.9,101,69.5,
GA-139,Hall County,Georgia,72,1.7,112,70.3,
GA-141,Hancock County,Georgia,76.2,1.5,109,74.7,
GA-143,Haralson County,Georgia,72.6,1.1,103,71.4,
GA-145,Harris County,Georgia,75.3,0.8,100,74.5,
GA-147,Hart County,Georgia,73.5,2.2,118,71.3,
GA-149,Heard County,Georgia,74.5,1.5,110,73.1,
GA-151,Henry County,Georgia,75.2,2.3,120,72.9,
GA-153,Houston County,Georgia,78.1,2.2,120,75.9,
GA-155,Irwin County,Georgia,78.5,1.9,117,76.7,
GA-157,Jackson County,Georgia,73.7,2.3,123,71.4,
GA-159,Jasper County,Georgia,76.6,2.5,119,74.1,
GA-161,Jeff Davis County,Georgia,78.9,1.5,115,77.4,
GA-163,Jefferson County,Georgia,76.4,1.2,106,75.2,
GA-165,Jenkins County,Georgia,78.1,2.5,122,75.7,
GA-167,Johnson County,Georgia,77.3,1.3,111,76.1,
GA-169,Jones County,Georgia,77.1,2,116,75.2,
GA-171,Lamar County,Georgia,76,1.9,118,74.1,
GA-173,Lanier County,Georgia,79.4,0.9,106,78.5,
GA-175,Laurens County,Georgia,78,1.6,114,76.4,
GA-177,Lee County,Georgia,78.5,1.6,115,76.9,
GA-179,Liberty County,Georgia,79.7,2.4,126,77.3,
GA-181,Lincoln County,Georgia,74.5,0.9,96,73.6,
GA-183,Long County,Georgia,80.1,2.2,125,77.9,
GA-185,Lowndes County,Georgia,79.3,0.6,96,78.7,
GA-187,Lumpkin County,Georgia,70,1.4,108,68.5,
GA-189,McDuffie County,Georgia,75.3,1.2,109,74,
GA-191,McIntosh County,Georgia,79.5,2.5,124,76.9,
GA-193,Macon County,Georgia,77.8,1.8,118,76,
GA-195,Madison County,Georgia,74.1,2.5,125,71.7,
GA-197,Marion County,Georgia,76.6,1,106,75.6,
GA-199,Meriwether County,Georgia,75,1.4,112,73.6,
GA-201,Miller County,Georgia,78.3,0.3,83,78,
GA-205,Mitchell County,Georgia,78.2,0.5,92,77.7,
GA-207,Monroe County,Georgia,76.8,2,117,74.9,
GA-209,Montgomery County,Georgia,78.7,1.6,116,77.1,
GA-211,Morgan County,Georgia,75.9,2.6,122,73.3,
