ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
KY-009,Barren County,Kentucky,69.5,0.6,82,68.9,
KY-011,Bath County,Kentucky,66.2,0.2,70,66,
KY-013,Bell County,Kentucky,65.8,-0.2,54,66.1,
KY-015,Boone County,Kentucky,65.5,1.9,111,63.6,
KY-017,Bourbon County,Kentucky,66.3,1.1,93,65.2,
KY-019,Boyd County,Kentucky,67,1.2,98,65.8,
KY-021,Boyle County,Kentucky,66.4,0.8,88,65.6,
KY-023,Bracken County,Kentucky,65.9,1.3,99,64.6,
KY-025,Breathitt County,Kentucky,68.7,1.5,105,67.2,
KY-027,Breckinridge County,Kentucky,67.3,0.3,74,66.9,
KY-029,Bullitt County,Kentucky,67.7,1.3,95,66.4,
KY-031,Butler County,Kentucky,69.4,1.3,97,68.1,
KY-033,Caldwell County,Kentucky,67.5,-0.5,47,67.9,
KY-035,Calloway County,Kentucky,68.3,-0.7,44,69,
KY-037,Campbell County,Kentucky,66,1.8,109,64.2,
KY-039,Carlisle County,Kentucky,68.8,0.7,82,68.1,
KY-041,Carroll County,Kentucky,66.6,1.6,104,64.9,
KY-043,Carter County,Kentucky,66.5,0.8,89,65.7,
KY-045,Casey County,Kentucky,66.7,0.7,87,66,
KY-047,Christian County,Kentucky,68.4,0.2,75,68.2,
KY-049,Clark County,Kentucky,66.6,0.9,91,65.7,
KY-051,Clay County,Kentucky,68.2,1.2,99,67,
KY-053,Clinton County,Kentucky,68.3,0.7,92,67.6,
KY-055,Crittenden County,Kentucky,67.2,-0.2,56,67.5,
KY-057,Cumberland County,Kentucky,69.2,0.5,87,68.7,
KY-059,Daviess County,Kentucky,67.5,0.3,77,67.2,
KY-061,Edmonson County,Kentucky,69.4,1.2,95,68.3,
KY-063,Elliott County,Kentucky,66.8,0.6,84,66.1,
KY-065,Estill County,Kentucky,67.3,0.7,82,66.6,
KY-067,Fayette County,Kentucky,66.3,1.3,97,65,
KY-069,Fleming County,Kentucky,65.8,0.3,72,65.5,
KY-071,Floyd County,Kentucky,68.7,1.3,102,67.4,
KY-073,Franklin County,Kentucky,67.4,1.9,109,65.5,
KY-075,Fulton County,Kentucky,68.6,-0.3,53,68.9,
KY-077,Gallatin County,Kentucky,66.4,1.7,107,64.7,
KY-079,Garrard County,Kentucky,66.6,0.8,88,65.8,
KY-081,Grant County,Kentucky,66,1.7,107,64.3,
KY-083,Graves County,Kentucky,68.4,0,61,68.4,
KY-085,Grayson County,Kentucky,68.5,1.1,92,67.4,
KY-087,Green County,Kentucky,68.6,1,93,67.6,
KY-089,Greenup County,Kentucky,66.6,1.3,97,65.3,
KY-091,Hancock County,Kentucky,66.6,-0.4,54,67,
KY-093,Hardin County,Kentucky,67.6,1,91,66.5,
KY-095,Harlan County,Kentucky,64.1,0,67,64.1,
KY-097,Harrison County,Kentucky,66.2,1.3,96,65,
KY-099,Hart County,Kentucky,68.9,1.1,94,67.8,
KY-101,Henderson County,Kentucky,67.1,0.1,73,67,
KY-103,Henry County,Kentucky,66.9,1.9,110,65,
KY-105,Hickman County,Kentucky,68.6,0,65,68.5,
KY-107,Hopkins County,Kentucky,68.6,0.8,87,67.7,
KY-109,Jackson County,Kentucky,66.8,1,94,65.8,
KY-111,Jefferson County,Kentucky,67.9,1.7,107,66.2,
KY-113,Jessamine County,Kentucky,66.5,1.2,92,65.4,
KY-115,Johnson County,Kentucky,68.4,1.4,106,67,
KY-117,Kenton County,Kentucky,65.6,1.9,112,63.7,
KY-119,Knott County,Kentucky,67.7,1.2,100,66.5,
KY-121,Knox County,Kentucky,67.8,0.7,83,67.1,
KY-123,Larue County,Kentucky,67.6,1,91,66.6,
KY-125,Laurel County,Kentucky,67.6,1,94,66.6,
KY-127,Lawrence County,Kentucky,68,1.5,105,66.5,
KY-129,Lee County,Kentucky,68,0.9,93,67.1,
KY-131,Leslie County,Kentucky,67.1,0.9,86,66.3,
KY-133,Letcher County,Kentucky,66.1,0.6,84,65.5,
KY-135,Lewis County,Kentucky,65.9,0.7,85,65.2,
KY-137,Lincoln County,Kentucky,66.3,0.7,85,65.6,
KY-139,Livingston County,Kentucky,67.6,-0.2,57,67.8,
KY-141,Logan County,Kentucky,68.8,0.3,81,68.5,
KY-143,Lyon County,Kentucky,67.6,-0.7,42,68.3,
KY-145,McCracken County,Kentucky,68.8,1,85,67.9,
KY-147,McCreary County,Kentucky,67.5,0.8,91,66.6,
KY-149,McLean County,Kentucky,68.5,1.1,93,67.4,
KY-151,Madison County,Kentucky,66.8,0.8,86,66,
KY-153,Magoffin County,Kentucky,68.2,1.4,104,66.8,
KY-155,Marion County,Kentucky,67.3,0.9,90,66.4,
KY-157,Marshall County,Kentucky,68.3,-0.2,54,68.6,
KY-159,Martin County,Kentucky,68.9,1.8,113,67.1,
KY-161,Mason County,Kentucky,65.8,1,88,64.8,
KY-163,Meade County,Kentucky,67.1,0.7,84,66.4,
KY-165,Menifee County,Kentucky,66.3,0.3,74,66,
KY-167,Mercer County,Kentucky,66.8,1.2,95,65.6,
KY-169,Metcalfe County,Kentucky,68.8,0.6,86,68.2,
KY-171,Monroe County,Kentucky,69.1,0.1,68,69,
KY-173,Montgomery County,Kentucky,66.5,0.8,87,65.7,
KY-175,Morgan County,Kentucky,67.2,0.6,85,66.6,
KY-177,Muhlenberg County,Kentucky,69.2,1.4,99,67.9,
KY-179,Nelson County,Kentucky,67.5,1.1,94,66.4,
KY-181,Nicholas County,Kentucky,66.1,0.9,88,65.2,
KY-183,Ohio County,Kentucky,68.7,1.2,98,67.4,
KY-185,Oldham County,Kentucky,67.1,1.8,107,65.3,
KY-187,Owen County,Kentucky,66.5,1.8,106,64.8,
KY-189,Owsley County,Kentucky,68.4,1.3,101,67.1,
KY-191,Pendleton County,Kentucky,66.2,1.5,102,64.6,
KY-193,Perry County,Kentucky,67.9,1.1,99,66.8,
KY-195,Pike County,Kentucky,68,1.2,101,66.8,
KY-197,Powell County,Kentucky,67,0.6,80,66.4,
KY-199,Pulaski County,Kentucky,67.3,0.8,92,66.5,
KY-201,Robertson County,Kentucky,66.1,1.1,92,65,
KY-203,Rockcastle County,Kentucky,66.6,0.8,91,65.8,
KY-205,Rowan County,Kentucky,65.6,-0.3,60,65.8,
KY-207,Russell County,Kentucky,67.9,0.6,87,67.2,
KY-209,Scott County,Kentucky,66.5,1.6,104,64.9,
KY-211,Shelby County,Kentucky,67.2,1.9,112,65.3,
KY-213,Simpson County,Kentucky,69.1,0.5,83,68.6,
KY-215,Spencer County,Kentucky,67.5,1.6,104,65.9,
KY-217,Taylor County,Kentucky,67.6,0.8,89,66.8,
KY-219,Todd County,Kentucky,68.6,0.3,81,68.3,
KY-221,Trigg County,Kentucky,68.3,-0.3,55,68.6,
KY-223,Trimble County,Kentucky,66.5,1.6,103,64.9,
KY-225,Union County,Kentucky,67.2,0.1,65,67.1,
KY-227,Warren County,Kentucky,69.6,0.8,91,68.8,
KY-229,Washington County,Kentucky,67.1,1.1,93,66,
KY-231,Wayne County,Kentucky,67.8,0.9,93,67,
KY-233,Webster County,Kentucky,67.8,0.5,81,67.3,
KY-235,Whitley County,Kentucky,67.5,0.5,81,67,
KY-237,Wolfe County,Kentucky,67.5,0.9,91,66.6,
KY-239,Woodford County,Kentucky,66.9,1.6,106,65.3,
LA-001,Acadia Parish,Louisiana,78.4,-0.2,57,78.6,
LA-003,Allen Parish,Louisiana,78,-0.3,53,78.3,
LA-005,Ascension Parish,Louisiana,80.1,2,125,78.1,
LA-007,Assumption Parish,Louisiana,80.2,2.1,127,78.1,
LA-009,Avoyelles Parish,Louisiana,77.8,-0.3,49,78.1,
LA-011,Beauregard Parish,Louisiana,78.8,1,105,77.8,
LA-013,Bienville Parish,Louisiana,76.6,0.9,96,75.7,
LA-015,Bossier Parish,Louisiana,76.4,0.6,84,75.9,
LA-017,Caddo Parish,Louisiana,76.5,0.4,77,76.1,
LA-019,Calcasieu Parish,Louisiana,78.9,1.1,106,77.7,
LA-021,Caldwell Parish,Louisiana,76.7,0.3,79,76.4,
LA-023,Cameron Parish,Louisiana,77.9,0.9,97,77,
LA-025,Catahoula Parish,Louisiana,77.3,0.1,75,77.2,
LA-027,Claiborne Parish,Louisiana,74.8,-0.3,55,75.1,
LA-029,Concordia Parish,Louisiana,77.6,0.1,69,77.5,
LA-031,De Soto Parish,Louisiana,77.1,0.5,85,76.6,
LA-033,East Baton Rouge Parish,Louisiana,79.5,1.4,117,78.1,
LA-035,East Carroll Parish,Louisiana,75.7,0.4,77,75.4,
LA-037,East Feliciana Parish,Louisiana,78.8,1,102,77.8,
LA-039,Evangeline Parish,Louisiana,78,-0.4,51,78.3,
LA-041,Franklin Parish,Louisiana,76.6,0.1,75,76.5,
LA-043,Grant Parish,Louisiana,77.3,0,70,77.3,
LA-045,Iberia Parish,Louisiana,78.6,1.1,109,77.6,
LA-047,Iberville Parish,Louisiana,79.7,1.5,117,78.2,
LA-049,Jackson Parish,Louisiana,76.2,0.7,89,75.5,
LA-051,Jefferson Parish,Louisiana,79.1,1.7,119,77.4,
LA-053,Jefferson Davis Parish,Louisiana,77.9,-0.6,38,78.5,
LA-055,Lafayette Parish,Louisiana,78.9,0.6,92,78.3,
LA-057,Lafourche Parish,Louisiana,79.5,1.8,123,77.7,
LA-059,La Salle Parish,Louisiana,77.3,0.1,75,77.2,
LA-061,Lincoln Parish,Louisiana,75.5,0.4,80,75.1,
LA-063,Livingston Parish,Louisiana,79.8,1.9,121,78,
LA-065,Madison Parish,Louisiana,76.4,0.3,80,76,
LA-067,Morehouse Parish,Louisiana,75.6,0.1,69,75.5,
LA-069,Natchitoches Parish,Louisiana,77.6,0.4,83,77.2,
LA-071,Orleans Parish,Louisiana,78.5,1.8,119,76.7,
LA-073,Ouachita Parish,Louisiana,76.1,0.4,77,75.8,
LA-075,Plaquemines Parish,Louisiana,77.9,1.5,118,76.5,
LA-077,Pointe Coupee Parish,Louisiana,78.7,0.3,78,78.3,
LA-079,Rapides Parish,Louisiana,77.8,0,62,77.8,
LA-081,Red River Parish,Louisiana,77.5,0.9,98,76.6,
LA-083,Richland Parish,Louisiana,76.1,0.1,69,76,
LA-085,Sabine Parish,Louisiana,78.1,1.1,99,77.1,
LA-087,St. Bernard Parish,Louisiana,77.7,1.6,120,76.1,
LA-089,St. Charles Parish,Louisiana,80.1,2,125,78.1,
LA-091,St. Helena Parish,Louisiana,79.2,1.8,120,77.4,
LA-093,St. James Parish,Louisiana,80.3,2,126,78.3,
LA-095,St. John the Baptist Parish,Louisiana,80.3,2.1,126,78.2,
LA-097,St. Landry Parish,Louisiana,78.5,0.1,70,78.4,
LA-099,St. Martin Parish,Louisiana,79.4,1.2,112,78.2,
LA-101,St. Mary Parish,Louisiana,78.9,1.7,119,77.2,
LA-103,St. Tammany Parish,Louisiana,79.4,2.2,125,77.2,
LA-105,Tangipahoa Parish,Louisiana,79.6,2.2,124,77.4,
LA-107,Tensas Parish,Louisiana,76.9,0.2,74,76.7,
LA-109,Terrebonne Parish,Louisiana,79.7,2.1,126,77.6,
LA-111,Union Parish,Louisiana,75.5,0.2,75,75.3,
LA-113,Vermilion Parish,Louisiana,78.2,0.4,83,77.7,
LA-115,Vernon Parish,Louisiana,78.5,1.1,104,77.4,
LA-117,Washington Parish,Louisiana,79.1,1.8,120,77.3,
LA-119,Webster Parish,Louisiana,76.1,0.4,80,75.6,
LA-121,West Baton Rouge Parish,Louisiana,79.5,1.2,113,78.3,
LA-123,West Carroll Parish,Louisiana,75.4,0.1,68,75.3,
LA-125,West Feliciana Parish,Louisiana,78.2,0.3,77,78,
LA-127,Winn Parish,Louisiana,77,0.4,82,76.6,
ME-001,Androscoggin County,Maine,56.5,2.6,119,53.9,
ME-003,Aroostook County,Maine,51.6,3.2,124,48.5,
ME-005,Cumberland County,Maine,57.3,2.6,122,54.7,
ME-007,Franklin County,Maine,51.5,3,119,48.5,
ME-009,Hancock County,Maine,55.9,2.9,124,52.9,
ME-011,Kennebec County,Maine,56.2,2.7,120,53.5,
ME-013,Knox County,Maine,54.9,2.2,119,52.7,
ME-015,Lincoln County,Maine,55.7,2.3,120,53.3,
ME-017,Oxford County,Maine,54.6,3.1,125,51.5,
ME-019,Penobscot County,Maine,55.2,3.4,125,51.8,
ME-021,Piscataquis County,Maine,52.3,3.5,124,48.8,
ME-023,Sagadahoc County,Maine,56.4,2.4,120,54,
ME-025,Somerset County,Maine,52,3.3,123,48.6,
ME-027,Waldo County,Maine,55.4,2.7,120,52.8,
ME-029,Washington County,Maine,55.4,3.3,124,52.2,
ME-031,York County,Maine,57.9,2.4,117,55.5,
MD-001,Allegany County,Maryland,64.5,1.7,111,62.8,
MD-003,Anne Arundel County,Maryland,68.2,3.1,124,65.1,
MD-005,Baltimore County,Maryland,66.7,3.3,123,63.5,
MD-009,Calvert County,Maryland,68,2.6,123,65.4,
MD-011,Caroline County,Maryland,68.6,3.3,126,65.3,
MD-013,Carroll County,Maryland,65.6,3.1,127,62.5,
MD-015,Cecil County,Maryland,65.8,2.7,121,63.2,
MD-017,Charles County,Maryland,68.8,2.7,120,66.1,
MD-019,Dorchester County,Maryland,69,3.4,127,65.6,
MD-021,Frederick County,Maryland,65.6,3,124,62.6,
MD-023,Garrett County,Maryland,60.2,2.2,123,58,
MD-025,Harford County,Maryland,66,2.6,121,63.4,
MD-027,Howard County,Maryland,66.7,3.3,124,63.4,
MD-029,Kent County,Maryland,66.9,2.4,120,64.5,
MD-031,Montgomery County,Maryland,66.4,2.8,123,63.5,
MD-033,Prince George&#039;s County,Maryland,67.9,2.5,122,65.4,
MD-035,Queen Anne&#039;s County,Maryland,67.6,2.7,121,64.9,
MD-037,St. Mary&#039;s County,Maryland,68.3,2.5,121,65.8,
MD-039,Somerset County,Maryland,69,3.4,126,65.6,
MD-041,Talbot County,Maryland,68.1,3,124,65.1,
MD-043,Washington County,Maryland,65.9,2.9,122,63,
MD-045,Wicomico County,Maryland,69.4,3.8,127,65.7,
MD-047,Worcester County,Maryland,68.4,3.4,127,65,
MD-510,Baltimore City,Maryland,68.5,4,126,64.5,
MD-511,Washington, D.C.,District of Columbia,67.8,2.5,119,65.2
MA-001,Barnstable County,Massachusetts,60.5,3.7,126,56.8,
MA-003,Berkshire County,Massachusetts,58,3.3,127,54.7,
MA-005,Bristol County,Massachusetts,62.2,3.4,126,58.8,
MA-007,Dukes County,Massachusetts,61.2,3.8,126,57.4,
MA-009,Essex County,Massachusetts,60.6,3.5,125,57.1,
MA-011,Franklin County,Massachusetts,60,3.5,128,56.5,
MA-013,Hampden County,Massachusetts,61,3.1,128,57.8,
MA-015,Hampshire County,Massachusetts,60.4,2.8,125,57.6,
MA-017,Middlesex County,Massachusetts,62.4,4.1,128,58.2,
MA-019,Nantucket County,Massachusetts,59.5,4.1,128,55.4,
MA-021,Norfolk County,Massachusetts,62.6,4.1,126,58.5,
MA-023,Plymouth County,Massachusetts,62.2,3.8,126,58.4,
MA-025,Suffolk County,Massachusetts,62.5,4.7,128,57.7,
MA-027,Worcester County,Massachusetts,60.8,3.9,127,56.9,
MI-001,Alcona County,Michigan,55.2,2.5,114,52.7,
MI-003,Alger County,Michigan,51.1,1.2,98,49.8,
MI-005,Allegan County,Michigan,59.2,1.4,99,57.8,
MI-007,Alpena County,Michigan,55.3,2.7,117,52.6,
MI-009,Antrim County,Michigan,54.8,2.1,111,52.7,
MI-011,Arenac County,Michigan,57,2.4,115,54.6,
MI-013,Baraga County,Michigan,50.4,1.8,107,48.6,
MI-015,Barry County,Michigan,58.8,1.5,102,57.3,
MI-017,Bay County,Michigan,58.1,2.7,118,55.3,
MI-019,Benzie County,Michigan,55.2,3.3,117,51.9,
MI-021,Berrien County,Michigan,60.7,2.5,121,58.2,
MI-023,Branch County,Michigan,59.7,2.2,117,57.5,
MI-025,Calhoun County,Michigan,59,1.8,107,57.2,
MI-027,Cass County,Michigan,60.3,2.3,119,58,
MI-029,Charlevoix County,Michigan,54.5,1.7,107,52.8,
MI-031,Cheboygan County,Michigan,54.1,1.8,108,52.4,
MI-033,Chippewa County,Michigan,51.5,2.1,112,49.3,
MI-035,Clare County,Michigan,56.9,2.8,118,54.1,
MI-037,Clinton County,Michigan,58.9,2.3,117,56.6,
MI-039,Crawford County,Michigan,55.1,2.4,113,52.8,
MI-041,Delta County,Michigan,52.8,1.9,112,50.9,
MI-043,Dickinson County,Michigan,52.7,1.9,109,50.8,
MI-045,Eaton County,Michigan,58.7,1.9,110,56.8,
MI-047,Emmet County,Michigan,53.4,2,109,51.4,
MI-049,Genesee County,Michigan,59.7,3.3,125,56.3,
MI-051,Gladwin County,Michigan,57.5,2.4,113,55.1,
MI-053,Gogebic County,Michigan,50.6,1.3,99,49.3,
MI-055,Grand Traverse County,Michigan,56,3.2,117,52.8,
MI-057,Gratiot County,Michigan,59,3.1,122,56,
MI-059,Hillsdale County,Michigan,59.2,2.3,114,57,
MI-061,Houghton County,Michigan,51.9,2.4,115,49.5,
MI-063,Huron County,Michigan,57.2,3.5,126,53.7,
MI-065,Ingham County,Michigan,58.9,2.5,117,56.4,
MI-067,Ionia County,Michigan,58.7,2.1,113,56.6,
MI-069,Iosco County,Michigan,56.3,2.8,117,53.5,
MI-071,Iron County,Michigan,51,1.6,102,49.4,
MI-073,Isabella County,Michigan,58.5,3.4,122,55.1,
MI-075,Jackson County,Michigan,59,2.5,116,56.5,
MI-077,Kalamazoo County,Michigan,59.4,1.4,102,57.9,
MI-079,Kalkaska County,Michigan,55.4,2.6,115,52.9,
MI-081,Kent County,Michigan,58.8,2,114,56.7,
MI-083,Keweenaw County,Michigan,50.7,2.9,118,47.8,
MI-085,Lake County,Michigan,56.6,1.8,107,54.8,
MI-087,Lapeer County,Michigan,58.8,2.9,123,55.9,
MI-089,Leelanau County,Michigan,54.5,3.1,117,51.4,
MI-091,Lenawee County,Michigan,60.6,3,120,57.6,
MI-093,Livingston County,Michigan,59.3,3.2,123,56.1,
MI-095,Luce County,Michigan,50.7,1.5,104,49.2,
MI-097,Mackinac County,Michigan,51.7,2.1,112,49.5,
MI-099,Macomb County,Michigan,59.8,3.1,121,56.8,
MI-101,Manistee County,Michigan,55.4,2.1,108,53.3,
MI-103,Marquette County,Michigan,51,1.8,108,49.2,
MI-105,Mason County,Michigan,55.5,1.3,99,54.3,
MI-107,Mecosta County,Michigan,57.6,2.4,117,55.2,
MI-109,Menominee County,Michigan,54.1,1.7,111,52.4,
MI-111,Midland County,Michigan,58.7,3,121,55.7,
MI-113,Missaukee County,Michigan,56,2.8,116,53.2,
MI-115,Monroe County,Michigan,61.7,3.5,124,58.1,
MI-117,Montcalm County,Michigan,58.4,2.6,117,55.8,
MI-119,Montmorency County,Michigan,54.9,2.1,108,52.8,
MI-121,Muskegon County,Michigan,58.7,2.6,118,56.1,
MI-123,Newaygo County,Michigan,58,2.1,113,55.8,
MI-125,Oakland County,Michigan,59.5,3.2,122,56.3,
MI-127,Oceana County,Michigan,57,2.1,111,54.9,
MI-129,Ogemaw County,Michigan,56.4,2.8,117,53.6,
MI-131,Ontonagon County,Michigan,51.6,1.7,107,49.9,
MI-133,Osceola County,Michigan,56.4,2.4,114,53.9,
MI-135,Oscoda County,Michigan,55.3,2.5,114,52.8,
MI-137,Otsego County,Michigan,53.7,1.7,106,52,
MI-139,Ottawa County,Michigan,59.1,2.1,113,57,
MI-141,Presque Isle County,Michigan,54.4,2.1,109,52.3,
MI-143,Roscommon County,Michigan,56.2,2.8,118,53.4,
MI-145,Saginaw County,Michigan,59.3,3.1,122,56.2,
MI-147,St. Clair County,Michigan,58.8,2.9,122,55.9,
MI-149,St. Joseph County,Michigan,59.9,1.8,108,58.1,
MI-151,Sanilac County,Michigan,57.7,3.1,123,54.6,
MI-153,Schoolcraft County,Michigan,52.1,1.5,106,50.5,
MI-155,Shiawassee County,Michigan,59.1,2.7,118,56.4,
MI-157,Tuscola County,Michigan,58.5,3,122,55.5,
MI-159,Van Buren County,Michigan,60,1.8,112,58.2,
MI-161,Washtenaw County,Michigan,59.9,3.2,122,56.7,
MI-163,Wayne County,Michigan,60.8,3.3,124,57.6,
MI-165,Wexford County,Michigan,55.7,2.6,115,53.1,
MN-001,Aitkin County,Minnesota,51.8,2.3,113,49.5,
MN-003,Anoka County,Minnesota,55.1,1.8,105,53.3,
MN-005,Becker County,Minnesota,51,1.6,101,49.4,
MN-007,Beltrami County,Minnesota,49.9,1.5,96,48.5,
MN-009,Benton County,Minnesota,53.8,2.3,112,51.5,
MN-011,Big Stone County,Minnesota,56.3,2.7,113,53.5,
MN-013,Blue Earth County,Minnesota,56,0.9,85,55.1,
MN-015,Brown County,Minnesota,56.7,1.4,98,55.3,
MN-017,Carlton County,Minnesota,50.8,1.5,102,49.4,
MN-019,Carver County,Minnesota,55.7,1.9,109,53.8,
MN-021,Cass County,Minnesota,51.6,2.4,114,49.2,
MN-023,Chippewa County,Minnesota,56.4,2.2,111,54.2,
MN-025,Chisago County,Minnesota,54.4,1.4,98,53,
MN-027,Clay County,Minnesota,52.7,1.8,105,50.9,
MN-029,Clearwater County,Minnesota,49.7,1.1,88,48.6,
MN-031,Cook County,Minnesota,47.7,1.7,112,46,
MN-033,Cottonwood County,Minnesota,56.7,2.1,114,54.6,
MN-035,Crow Wing County,Minnesota,52.7,2.8,114,50,
MN-037,Dakota County,Minnesota,55.7,1.5,98,54.2,
MN-039,Dodge County,Minnesota,55,1.4,99,53.6,
MN-041,Douglas County,Minnesota,53,2.5,116,50.5,
MN-043,Faribault County,Minnesota,56.1,0.9,86,55.2,
MN-045,Fillmore County,Minnesota,55.4,1,92,54.4,
MN-047,Freeborn County,Minnesota,55.6,1.3,96,54.3,
MN-049,Goodhue County,Minnesota,55.4,1.4,97,53.9,
MN-051,Grant County,Minnesota,54.4,2.8,115,51.6,
MN-053,Hennepin County,Minnesota,55.7,2.1,109,53.6,
MN-055,Houston County,Minnesota,56.4,1.5,97,54.9,
MN-057,Hubbard County,Minnesota,51.1,2.1,110,49,
MN-059,Isanti County,Minnesota,54.6,2.1,112,52.5,
MN-061,Itasca County,Minnesota,50.7,2.1,113,48.6,
MN-063,Jackson County,Minnesota,56.8,1.8,109,55,
MN-065,Kanabec County,Minnesota,53.8,2.7,115,51.1,
MN-067,Kandiyohi County,Minnesota,55.3,2.5,114,52.8,
MN-069,Kittson County,Minnesota,50.7,3.1,115,47.5,
MN-071,Koochiching County,Minnesota,50.1,2.1,111,48,
MN-073,Lac qui Parle County,Minnesota,56.3,1.8,107,54.5,
MN-075,Lake County,Minnesota,49.1,2.2,114,46.9,
MN-077,Lake of the Woods County,Minnesota,50,2.4,114,47.6,
MN-079,Le Sueur County,Minnesota,55.4,0.9,87,54.5,
MN-081,Lincoln County,Minnesota,55,1.4,100,53.6,
MN-083,Lyon County,Minnesota,56.2,1.6,103,54.6,
MN-085,McLeod County,Minnesota,55.7,2,111,53.7,
MN-087,Mahnomen County,Minnesota,50.2,1.1,86,49.1,
MN-089,Marshall County,Minnesota,50.5,2.1,109,48.5,
MN-091,Martin County,Minnesota,56.3,1.4,98,54.9,
MN-093,Meeker County,Minnesota,55,2.2,111,52.8,
MN-095,Mille Lacs County,Minnesota,53.8,2.9,115,50.9,
MN-097,Morrison County,Minnesota,53.3,2.6,113,50.7,
MN-099,Mower County,Minnesota,55.1,1.4,95,53.8,
MN-101,Murray County,Minnesota,55.1,0.8,83,54.3,
MN-103,Nicollet County,Minnesota,55.9,0.9,86,55,
MN-105,Nobles County,Minnesota,55.9,0.8,80,55.1,
MN-107,Norman County,Minnesota,51.5,1.1,88,50.4,
MN-109,Olmsted County,Minnesota,55.6,1.6,105,54,
MN-111,Otter Tail County,Minnesota,52.4,2.2,109,50.2,
MN-113,Pennington County,Minnesota,49.8,1,86,48.8,
MN-115,Pine County,Minnesota,52.6,1.8,109,50.8,
MN-117,Pipestone County,Minnesota,55.2,0.7,81,54.5,
MN-119,Polk County,Minnesota,50.8,1.2,87,49.7,
MN-121,Pope County,Minnesota,54.3,2.9,116,51.5,
MN-123,Ramsey County,Minnesota,55.6,1.8,105,53.8,
MN-125,Red Lake County,Minnesota,50.1,0.9,84,49.2,
MN-127,Redwood County,Minnesota,56.5,1.2,94,55.3,
MN-129,Renville County,Minnesota,56.1,1.5,101,54.6,
MN-131,Rice County,Minnesota,55.3,1.3,95,54,
MN-133,Rock County,Minnesota,57,1.3,97,55.7,
MN-135,Roseau County,Minnesota,50.2,2.8,115,47.3,
MN-137,St. Louis County,Minnesota,50.4,2.4,114,48,
MN-139,Scott County,Minnesota,56,1.8,105,54.2,
MN-141,Sherburne County,Minnesota,54.4,1.9,109,52.5,
MN-143,Sibley County,Minnesota,56,1.6,101,54.4,
MN-145,Stearns County,Minnesota,53.9,2.4,113,51.5,
MN-147,Steele County,Minnesota,55.1,1.3,94,53.9,
MN-149,Stevens County,Minnesota,55.3,2.9,115,52.4,
MN-151,Swift County,Minnesota,56,2.8,115,53.2,
MN-153,Todd County,Minnesota,52.8,2.5,115,50.3,
MN-155,Traverse County,Minnesota,55.6,2.7,114,52.9,
MN-157,Wabasha County,Minnesota,56.2,2,107,54.2,
MN-159,Wadena County,Minnesota,52.1,2.3,112,49.9,
MN-161,Waseca County,Minnesota,55.3,0.9,88,54.4,
MN-163,Washington County,Minnesota,55.2,1.5,98,53.7,
MN-165,Watonwan County,Minnesota,57,2,112,55,
MN-167,Wilkin County,Minnesota,54.1,2.4,110,51.7,
MN-169,Winona County,Minnesota,55.8,1.7,103,54.1,
MN-171,Wright County,Minnesota,54.9,2,108,53,
MN-173,Yellow Medicine County,Minnesota,56.5,1.6,103,54.8,
MS-001,Adams County,Mississippi,77.5,0.4,82,77.1,
MS-003,Alcorn County,Mississippi,72,0.2,77,71.8,
MS-005,Amite County,Mississippi,78.5,1.5,115,77,
MS-007,Attala County,Mississippi,76,1.7,113,74.3,
MS-009,Benton County,Mississippi,72.2,0.5,80,71.7,
MS-011,Bolivar County,Mississippi,73.1,-0.8,44,73.9,
MS-013,Calhoun County,Mississippi,74.6,0.8,94,73.8,
MS-015,Carroll County,Mississippi,75.8,1.8,113,74,
MS-017,Chickasaw County,Mississippi,74.6,1,97,73.7,
MS-019,Choctaw County,Mississippi,75,1.3,107,73.7,
MS-021,Claiborne County,Mississippi,77.4,0.7,85,76.7,
MS-023,Clarke County,Mississippi,76.6,0.2,71,76.4,
MS-025,Clay County,Mississippi,75,0.8,94,74.2,
MS-027,Coahoma County,Mississippi,72.7,-0.2,55,73,
MS-029,Copiah County,Mississippi,77.6,0.8,93,76.8,
MS-031,Covington County,Mississippi,77.5,0.3,77,77.1,
MS-033,DeSoto County,Mississippi,72.2,-0.1,67,72.3,
MS-035,Forrest County,Mississippi,78,0.1,70,77.9,
MS-037,Franklin County,Mississippi,77.9,1.1,106,76.8,
MS-039,George County,Mississippi,79.4,1.5,117,77.9,
MS-041,Greene County,Mississippi,78.5,0.5,90,78,
MS-043,Grenada County,Mississippi,75.4,1.2,98,74.1,
MS-045,Hancock County,Mississippi,78.3,1.6,120,76.7,
MS-047,Harrison County,Mississippi,78.1,1.2,112,76.9,
MS-049,Hinds County,Mississippi,77.4,1,96,76.4,
MS-051,Holmes County,Mississippi,76.3,1.7,116,74.6,
MS-053,Humphreys County,Mississippi,76.1,1.1,100,74.9,
MS-055,Issaquena County,Mississippi,76.2,0.8,87,75.4,
MS-057,Itawamba County,Mississippi,73.6,0.4,78,73.2,
MS-059,Jackson County,Mississippi,79.5,2.3,128,77.1,
MS-061,Jasper County,Mississippi,76.6,0.4,79,76.3,
MS-063,Jefferson County,Mississippi,77.4,0.6,88,76.7,
MS-065,Jefferson Davis County,Mississippi,77.7,0.6,87,77,
