,Covid Deaths Start Date,Covid Deaths End Date,State,County name,Deaths from All Causes,Population 2023,Death Per 100k
728,01/01/2020,06/24/2023,Illinois,Madison County,10097,262752,3842.7871148459385
729,01/01/2020,06/24/2023,Illinois,Marion County,1756,36673,4788.263845335806
730,01/01/2020,06/24/2023,Illinois,Marshall County,442,11683,3783.2748437901223
731,01/01/2020,06/24/2023,Illinois,Mason County,500,12523,3992.6535175277486
732,01/01/2020,06/24/2023,Illinois,Massac County,701,13661,5131.395944659981
733,01/01/2020,06/24/2023,Illinois,Menard County,300,11954,2509.6202108080975
734,01/01/2020,06/24/2023,Illinois,Mercer County,525,15487,3389.9399496351775
735,01/01/2020,06/24/2023,Illinois,Monroe County,795,34957,2274.222616357239
736,01/01/2020,06/24/2023,Illinois,Montgomery County,1110,27663,4012.579980479341
737,01/01/2020,06/24/2023,Illinois,Morgan County,1549,32140,4819.539514623522
738,01/01/2020,06/24/2023,Illinois,Moultrie County,508,14342,3542.0443452795985
739,01/01/2020,06/24/2023,Illinois,Ogle County,1776,51265,3464.351897005755
740,01/01/2020,06/24/2023,Illinois,Peoria County,11724,177513,6604.586706325734
741,01/01/2020,06/24/2023,Illinois,Perry County,757,20503,3692.1426132761057
742,01/01/2020,06/24/2023,Illinois,Piatt County,525,16714,3141.0793346894816
743,01/01/2020,06/24/2023,Illinois,Pike County,604,14342,4211.407056198577
744,01/01/2020,06/24/2023,Illinois,Pope County,97,3707,2616.671162665228
745,01/01/2020,06/24/2023,Illinois,Pulaski County,132,4911,2687.843616371411
746,01/01/2020,06/24/2023,Illinois,Putnam County,97,5561,1744.2905952166875
747,01/01/2020,06/24/2023,Illinois,Randolph County,1181,29815,3961.0934093577057
748,01/01/2020,06/24/2023,Illinois,Richland County,799,15488,5158.8326446281
749,01/01/2020,06/24/2023,Illinois,Rock Island County,5792,141236,4100.937438046956
750,01/01/2020,06/24/2023,Illinois,St. Clair County,9349,251018,3724.4341043271797
751,01/01/2020,06/24/2023,Illinois,Saline County,1170,22873,5115.201329077952
752,01/01/2020,06/24/2023,Illinois,Sangamon County,10069,193491,5203.859611041341
753,01/01/2020,06/24/2023,Illinois,Schuyler County,332,6733,4930.937175107679
754,01/01/2020,06/24/2023,Illinois,Scott County,144,4710,3057.3248407643314
755,01/01/2020,06/24/2023,Illinois,Shelby County,666,20568,3238.03967327888
756,01/01/2020,06/24/2023,Illinois,Stark County,217,5218,4158.681487159832
757,01/01/2020,06/24/2023,Illinois,Stephenson County,2112,43105,4899.663612109964
758,01/01/2020,06/24/2023,Illinois,Tazewell County,3871,129541,2988.243104499734
759,01/01/2020,06/24/2023,Illinois,Union County,726,16667,4355.912881742365
760,01/01/2020,06/24/2023,Illinois,Vermilion County,3081,71652,4299.949757159605
761,01/01/2020,06/24/2023,Illinois,Wabash County,456,10942,4167.428258088101
762,01/01/2020,06/24/2023,Illinois,Warren County,560,16185,3459.9938214396047
763,01/01/2020,06/24/2023,Illinois,Washington County,376,13536,2777.777777777778
764,01/01/2020,06/24/2023,Illinois,Wayne County,632,15761,4009.897849121249
765,01/01/2020,06/24/2023,Illinois,White County,605,13401,4514.588463547496
766,01/01/2020,06/24/2023,Illinois,Whiteside County,2465,54498,4523.101765202393
767,01/01/2020,06/24/2023,Illinois,Will County,17443,700728,2489.268303821169
768,01/01/2020,06/24/2023,Illinois,Williamson County,3357,66706,5032.530806823974
769,01/01/2020,06/24/2023,Illinois,Winnebago County,13028,280922,4637.586233901226
770,01/01/2020,06/24/2023,Illinois,Woodford County,1149,38285,3001.1753950633406
771,01/01/2020,06/24/2023,Indiana,Adams County,940,36288,2590.3880070546734
772,01/01/2020,06/24/2023,Indiana,Allen County,18394,394545,4662.079103777769
773,01/01/2020,06/24/2023,Indiana,Bartholomew County,3405,84003,4053.4266633334523
774,01/01/2020,06/24/2023,Indiana,Benton County,197,8729,2256.844999427197
775,01/01/2020,06/24/2023,Indiana,Blackford County,427,11893,3590.3472630959386
776,01/01/2020,06/24/2023,Indiana,Boone County,1878,76120,2467.157120336311
777,01/01/2020,06/24/2023,Indiana,Brown County,508,15653,3245.384271385677
778,01/01/2020,06/24/2023,Indiana,Carroll County,437,20525,2129.1108404384895
779,01/01/2020,06/24/2023,Indiana,Cass County,1243,37666,3300.0584081134184
780,01/01/2020,06/24/2023,Indiana,Clark County,4030,125467,3211.999968119107
781,01/01/2020,06/24/2023,Indiana,Clay County,809,26460,3057.445200302343
782,01/01/2020,06/24/2023,Indiana,Clinton County,1149,32730,3510.5407882676445
783,01/01/2020,06/24/2023,Indiana,Crawford County,284,10438,2720.827744778693
784,01/01/2020,06/24/2023,Indiana,Daviess County,1118,33656,3321.8445448062753
785,01/01/2020,06/24/2023,Indiana,Dearborn County,1568,51215,3061.603045982622
786,01/01/2020,06/24/2023,Indiana,Decatur County,1027,26399,3890.2988749573847
787,01/01/2020,06/24/2023,Indiana,DeKalb County,1388,44198,3140.413593375266
788,01/01/2020,06/24/2023,Indiana,Delaware County,5986,112321,5329.368506334523
789,01/01/2020,06/24/2023,Indiana,Dubois County,1971,43546,4526.248105451707
790,01/01/2020,06/24/2023,Indiana,Elkhart County,7075,206409,3427.6606155739332
791,01/01/2020,06/24/2023,Indiana,Fayette County,833,23362,3565.6193819022346
792,01/01/2020,06/24/2023,Indiana,Floyd County,4434,80809,5487.012585231843
793,01/01/2020,06/24/2023,Indiana,Fountain County,553,16731,3305.2417667802288
794,01/01/2020,06/24/2023,Indiana,Franklin County,477,23096,2065.29269137513
795,01/01/2020,06/24/2023,Indiana,Fulton County,749,20358,3679.143334315748
796,01/01/2020,06/24/2023,Indiana,Gibson County,821,32904,2495.1373693168002
797,01/01/2020,06/24/2023,Indiana,Grant County,2922,66200,4413.8972809667675
798,01/01/2020,06/24/2023,Indiana,Greene County,975,31196,3125.400692396461
799,01/01/2020,06/24/2023,Indiana,Hamilton County,8144,371645,2191.3385085229183
800,01/01/2020,06/24/2023,Indiana,Hancock County,2464,86166,2859.5965926235403
801,01/01/2020,06/24/2023,Indiana,Harrison County,1327,40006,3317.002449632555
802,01/01/2020,06/24/2023,Indiana,Hendricks County,5935,186387,3184.234952008456
803,01/01/2020,06/24/2023,Indiana,Henry County,1756,48929,3588.873674099205
804,01/01/2020,06/24/2023,Indiana,Howard County,4307,83831,5137.717550786701
805,01/01/2020,06/24/2023,Indiana,Huntington County,1176,36781,3197.302955330197
806,01/01/2020,06/24/2023,Indiana,Jackson County,1686,46460,3628.928110202324
807,01/01/2020,06/24/2023,Indiana,Jasper County,919,33535,2740.4204562397495
808,01/01/2020,06/24/2023,Indiana,Jay County,548,20032,2735.6230031948885
809,01/01/2020,06/24/2023,Indiana,Jefferson County,1374,33056,4156.582768635043
810,01/01/2020,06/24/2023,Indiana,Jennings County,781,27622,2827.4563753529796
811,01/01/2020,06/24/2023,Indiana,Johnson County,4363,167819,2599.824811254983
812,01/01/2020,06/24/2023,Indiana,Knox County,1953,36070,5414.471860271694
813,01/01/2020,06/24/2023,Indiana,Kosciusko County,2309,80364,2873.1770444477625
814,01/01/2020,06/24/2023,Indiana,LaGrange County,789,40907,1928.7652480015645
815,01/01/2020,06/24/2023,Indiana,Lake County,23079,500598,4610.286097826999
816,01/01/2020,06/24/2023,Indiana,LaPorte County,4619,111706,4134.961416575654
817,01/01/2020,06/24/2023,Indiana,Lawrence County,1727,45084,3830.627273533848
818,01/01/2020,06/24/2023,Indiana,Madison County,5659,132504,4270.814465978386
819,01/01/2020,06/24/2023,Indiana,Marion County,42990,968460,4439.00625735704
820,01/01/2020,06/24/2023,Indiana,Marshall County,1588,46352,3425.957887469797
821,01/01/2020,06/24/2023,Indiana,Martin County,220,9897,2222.8958270182884
822,01/01/2020,06/24/2023,Indiana,Miami County,1155,35402,3262.5275408169027
823,01/01/2020,06/24/2023,Indiana,Monroe County,5106,139342,3664.365374402549
824,01/01/2020,06/24/2023,Indiana,Montgomery County,1226,38573,3178.3890285951315
825,01/01/2020,06/24/2023,Indiana,Morgan County,2239,73227,3057.615360454477
826,01/01/2020,06/24/2023,Indiana,Newton County,500,13960,3581.6618911174783
827,01/01/2020,06/24/2023,Indiana,Noble County,1456,47430,3069.7870546067893
828,01/01/2020,06/24/2023,Indiana,Ohio County,124,6004,2065.2898067954698
829,01/01/2020,06/24/2023,Indiana,Orange County,689,19638,3508.5039209695487
830,01/01/2020,06/24/2023,Indiana,Owen County,712,21532,3306.7062976035672
831,01/01/2020,06/24/2023,Indiana,Parke County,307,16484,1862.4120359136132
832,01/01/2020,06/24/2023,Indiana,Perry County,601,19209,3128.74173564475
833,01/01/2020,06/24/2023,Indiana,Pike County,405,12106,3345.4485379150833
834,01/01/2020,06/24/2023,Indiana,Porter County,6354,175335,3623.9199247155448
835,01/01/2020,06/24/2023,Indiana,Posey County,504,25040,2012.7795527156547
836,01/01/2020,06/24/2023,Indiana,Pulaski County,500,12385,4037.141703673799
837,01/01/2020,06/24/2023,Indiana,Putnam County,1170,37567,3114.435541831927
838,01/01/2020,06/24/2023,Indiana,Randolph County,811,24216,3349.0254377271226
839,01/01/2020,06/24/2023,Indiana,Ripley County,1096,29227,3749.9572313271974
840,01/01/2020,06/24/2023,Indiana,Rush County,562,16847,3335.9055024633467
841,01/01/2020,06/24/2023,Indiana,St. Joseph County,11781,272848,4317.788658887
842,01/01/2020,06/24/2023,Indiana,Scott County,1013,24657,4108.366792391613
843,01/01/2020,06/24/2023,Indiana,Shelby County,1540,45231,3404.744533616325
844,01/01/2020,06/24/2023,Indiana,Spencer County,492,19910,2471.1200401808137
845,01/01/2020,06/24/2023,Indiana,Starke County,693,23206,2986.296647418771
846,01/01/2020,06/24/2023,Indiana,Steuben County,1004,34917,2875.3902110719705
847,01/01/2020,06/24/2023,Indiana,Sullivan County,663,20757,3194.1031941031943
848,01/01/2020,06/24/2023,Indiana,Switzerland County,222,10019,2215.7899990018964
849,01/01/2020,06/24/2023,Indiana,Tippecanoe County,6095,188792,3228.4206957921947
850,01/01/2020,06/24/2023,Indiana,Tipton County,557,15256,3651.0225485055057
851,01/01/2020,06/24/2023,Indiana,Union County,168,6973,2409.2929872364834
852,01/01/2020,06/24/2023,Indiana,Vanderburgh County,10635,179810,5914.576497413937
853,01/01/2020,06/24/2023,Indiana,Vermillion County,533,15417,3457.2225465395345
854,01/01/2020,06/24/2023,Indiana,Vigo County,5919,106153,5575.914010908783
855,01/01/2020,06/24/2023,Indiana,Wabash County,1490,30670,4858.167590479296
856,01/01/2020,06/24/2023,Indiana,Warren County,291,8518,3416.294904907255
857,01/01/2020,06/24/2023,Indiana,Warrick County,4079,65867,6192.782425190157
858,01/01/2020,06/24/2023,Indiana,Washington County,860,28205,3049.1047686580396
859,01/01/2020,06/24/2023,Indiana,Wayne County,4156,66127,6284.876071801231
860,01/01/2020,06/24/2023,Indiana,Wells County,966,28555,3382.9451934862545
861,01/01/2020,06/24/2023,Indiana,White County,794,24917,3186.579443753261
862,01/01/2020,06/24/2023,Indiana,Whitley County,979,34742,2817.914915664038
863,01/01/2020,06/24/2023,Kansas,Allen County,427,12412,3440.2191427650664
864,01/01/2020,06/24/2023,Kansas,Anderson County,257,7838,3278.8976779790764
865,01/01/2020,06/24/2023,Kansas,Atchison County,493,16016,3078.171828171828
866,01/01/2020,06/24/2023,Kansas,Barber County,168,4071,4126.750184229919
867,01/01/2020,06/24/2023,Kansas,Barton County,868,24899,3486.0837784649984
868,01/01/2020,06/24/2023,Kansas,Bourbon County,486,14408,3373.126041088284
869,01/01/2020,06/24/2023,Kansas,Brown County,407,9250,4400.0
870,01/01/2020,06/24/2023,Kansas,Butler County,2230,68632,3249.2131950110734
871,01/01/2020,06/24/2023,Kansas,Chase County,100,2579,3877.4718883288097
872,01/01/2020,06/24/2023,Kansas,Chautauqua County,150,3347,4481.6253361219
873,01/01/2020,06/24/2023,Kansas,Cherokee County,614,19054,3222.420489136139
874,01/01/2020,06/24/2023,Kansas,Cheyenne County,128,2636,4855.842185128983
875,01/01/2020,06/24/2023,Kansas,Clark County,124,1847,6713.589604764484
876,01/01/2020,06/24/2023,Kansas,Clay County,346,8007,4321.218933433246
877,01/01/2020,06/24/2023,Kansas,Cloud County,456,8854,5150.214592274678
878,01/01/2020,06/24/2023,Kansas,Coffey County,330,8251,3999.515210277542
879,01/01/2020,06/24/2023,Kansas,Comanche County,80,1655,4833.836858006042
880,01/01/2020,06/24/2023,Kansas,Cowley County,1351,34157,3955.2653921597334
881,01/01/2020,06/24/2023,Kansas,Crawford County,1763,38764,4548.034258590445
882,01/01/2020,06/24/2023,Kansas,Decatur County,122,2712,4498.525073746313
883,01/01/2020,06/24/2023,Kansas,Dickinson County,779,18445,4223.366766061263
884,01/01/2020,06/24/2023,Kansas,Doniphan County,228,7493,3042.8399839850526
885,01/01/2020,06/24/2023,Kansas,Douglas County,2794,120553,2317.6528166034855
886,01/01/2020,06/24/2023,Kansas,Edwards County,107,2733,3915.111598975485
887,01/01/2020,06/24/2023,Kansas,Elk County,62,2467,2513.173895419538
888,01/01/2020,06/24/2023,Kansas,Ellis County,1322,28810,4588.6844845539745
889,01/01/2020,06/24/2023,Kansas,Ellsworth County,246,6357,3869.7498820198207
890,01/01/2020,06/24/2023,Kansas,Finney County,1003,37466,2677.093898467944
891,01/01/2020,06/24/2023,Kansas,Ford County,870,33980,2560.3296056503827
892,01/01/2020,06/24/2023,Kansas,Franklin County,835,26125,3196.1722488038276
893,01/01/2020,06/24/2023,Kansas,Geary County,634,35047,1808.9993437384087
894,01/01/2020,06/24/2023,Kansas,Gove County,137,2735,5009.140767824497
895,01/01/2020,06/24/2023,Kansas,Graham County,101,2376,4250.841750841751
896,01/01/2020,06/24/2023,Kansas,Grant County,128,7147,1790.9612424793618
897,01/01/2020,06/24/2023,Kansas,Gray County,137,5743,2385.5127981891
898,01/01/2020,06/24/2023,Kansas,Greeley County,79,1181,6689.246401354784
899,01/01/2020,06/24/2023,Kansas,Greenwood County,291,5870,4957.410562180579
900,01/01/2020,06/24/2023,Kansas,Harper County,250,5435,4599.8160073597055
901,01/01/2020,06/24/2023,Kansas,Harvey County,1545,33504,4611.389684813754
902,01/01/2020,06/24/2023,Kansas,Haskell County,86,3630,2369.146005509642
903,01/01/2020,06/24/2023,Kansas,Hodgeman County,69,1655,4169.184290030212
904,01/01/2020,06/24/2023,Kansas,Jackson County,366,13368,2737.8815080789946
905,01/01/2020,06/24/2023,Kansas,Jefferson County,492,18327,2684.5637583892617
906,01/01/2020,06/24/2023,Kansas,Jewell County,95,2847,3336.845802599227
907,01/01/2020,06/24/2023,Kansas,Johnson County,17311,622237,2782.0589261005052
908,01/01/2020,06/24/2023,Kansas,Kearny County,143,3823,3740.5179178655503
909,01/01/2020,06/24/2023,Kansas,Kingman County,322,7066,4557.03368242287
910,01/01/2020,06/24/2023,Kansas,Kiowa County,65,2374,2737.994945240101
911,01/01/2020,06/24/2023,Kansas,Labette County,914,19728,4633.008921330089
912,01/01/2020,06/24/2023,Kansas,Lane County,62,1529,4054.9378678875087
913,01/01/2020,06/24/2023,Kansas,Leavenworth County,1791,83518,2144.4479034459637
914,01/01/2020,06/24/2023,Kansas,Lincoln County,91,2920,3116.4383561643835
915,01/01/2020,06/24/2023,Kansas,Linn County,266,9860,2697.7687626774846
916,01/01/2020,06/24/2023,Kansas,Logan County,128,2665,4803.001876172608
917,01/01/2020,06/24/2023,Kansas,Lyon County,953,32172,2962.2031580256125
918,01/01/2020,06/24/2023,Kansas,McPherson County,1196,30091,3974.6103486092184
919,01/01/2020,06/24/2023,Kansas,Marion County,465,11690,3977.7587681779296
920,01/01/2020,06/24/2023,Kansas,Marshall County,368,9933,3704.8223094734726
921,01/01/2020,06/24/2023,Kansas,Meade County,156,3911,3988.7496803886474
922,01/01/2020,06/24/2023,Kansas,Miami County,837,35320,2369.7621744054363
923,01/01/2020,06/24/2023,Kansas,Mitchell County,307,5719,5368.071341143556
924,01/01/2020,06/24/2023,Kansas,Montgomery County,1392,30568,4553.7817325307515
925,01/01/2020,06/24/2023,Kansas,Morris County,246,5334,4611.923509561305
926,01/01/2020,06/24/2023,Kansas,Morton County,105,2580,4069.7674418604656
927,01/01/2020,06/24/2023,Kansas,Nemaha County,500,10114,4943.642475776152
928,01/01/2020,06/24/2023,Kansas,Neosho County,703,15420,4559.014267185473
929,01/01/2020,06/24/2023,Kansas,Ness County,125,2618,4774.637127578304
930,01/01/2020,06/24/2023,Kansas,Norton County,214,5330,4015.0093808630395
931,01/01/2020,06/24/2023,Kansas,Osage County,527,15824,3330.3842264914056
932,01/01/2020,06/24/2023,Kansas,Osborne County,202,3427,5894.368252115553
933,01/01/2020,06/24/2023,Kansas,Ottawa County,206,5818,3540.7356479889995
934,01/01/2020,06/24/2023,Kansas,Pawnee County,245,6126,3999.347045380346
935,01/01/2020,06/24/2023,Kansas,Phillips County,190,4761,3990.7582440663723
936,01/01/2020,06/24/2023,Kansas,Pottawatomie County,496,26382,1880.0697445227809
937,01/01/2020,06/24/2023,Kansas,Pratt County,414,9082,4558.467297951993
938,01/01/2020,06/24/2023,Kansas,Rawlins County,94,2463,3816.4839626471785
939,01/01/2020,06/24/2023,Kansas,Reno County,3062,61497,4979.104671772607
940,01/01/2020,06/24/2023,Kansas,Republic County,237,4627,5122.109358115409
941,01/01/2020,06/24/2023,Kansas,Rice County,320,9260,3455.723542116631
942,01/01/2020,06/24/2023,Kansas,Riley County,1628,71402,2280.0481779221873
943,01/01/2020,06/24/2023,Kansas,Rooks County,179,4778,3746.3373796567603
944,01/01/2020,06/24/2023,Kansas,Rush County,148,2830,5229.681978798587
945,01/01/2020,06/24/2023,Kansas,Russell County,287,6723,4268.9275621002525
946,01/01/2020,06/24/2023,Kansas,Saline County,2688,53098,5062.337564503371
947,01/01/2020,06/24/2023,Kansas,Scott County,172,4922,3494.514425030475
948,01/01/2020,06/24/2023,Kansas,Sedgwick County,22384,528469,4235.631607530432
949,01/01/2020,06/24/2023,Kansas,Seward County,552,21067,2620.2117055109884
950,01/01/2020,06/24/2023,Kansas,Shawnee County,8787,177746,4943.5711633454475
951,01/01/2020,06/24/2023,Kansas,Sheridan County,116,2423,4787.453569954601
952,01/01/2020,06/24/2023,Kansas,Sherman County,190,5844,3251.19780971937
953,01/01/2020,06/24/2023,Kansas,Smith County,191,3590,5320.33426183844
954,01/01/2020,06/24/2023,Kansas,Stafford County,173,3909,4425.684318239959
955,01/01/2020,06/24/2023,Kansas,Stanton County,61,1901,3208.837453971594
956,01/01/2020,06/24/2023,Kansas,Stevens County,146,5077,2875.714004333268
957,01/01/2020,06/24/2023,Kansas,Sumner County,802,22334,3590.937583952718
958,01/01/2020,06/24/2023,Kansas,Thomas County,253,7865,3216.7832167832166
959,01/01/2020,06/24/2023,Kansas,Trego County,127,2731,4650.3112413035515
960,01/01/2020,06/24/2023,Kansas,Wabaunsee County,136,7057,1927.1645175003543
961,01/01/2020,06/24/2023,Kansas,Wallace County,28,1509,1855.5334658714382
962,01/01/2020,06/24/2023,Kansas,Washington County,189,5504,3433.866279069767
963,01/01/2020,06/24/2023,Kansas,Wichita County,68,2082,3266.0902977905857
964,01/01/2020,06/24/2023,Kansas,Wilson County,383,8382,4569.315199236459
965,01/01/2020,06/24/2023,Kansas,Woodson County,128,3115,4109.149277688603
966,01/01/2020,06/24/2023,Kansas,Wyandotte County,7960,165281,4816.040561226033
967,01/01/2020,06/24/2023,Kentucky,Adair County,535,19264,2777.200996677741
968,01/01/2020,06/24/2023,Kentucky,Allen County,524,21788,2404.9935744446484
969,01/01/2020,06/24/2023,Kentucky,Anderson County,470,24613,1909.5599886238979
970,01/01/2020,06/24/2023,Kentucky,Ballard County,251,7582,3310.472170931153
971,01/01/2020,06/24/2023,Kentucky,Barren County,2324,45008,5163.52648418059
972,01/01/2020,06/24/2023,Kentucky,Bath County,380,12975,2928.7090558766863
973,01/01/2020,06/24/2023,Kentucky,Bell County,1286,23317,5515.289273920316
974,01/01/2020,06/24/2023,Kentucky,Boone County,3026,140496,2153.7979728960254
975,01/01/2020,06/24/2023,Kentucky,Bourbon County,653,20134,3243.2700903943573
976,01/01/2020,06/24/2023,Kentucky,Boyd County,4931,47826,10310.291473257224
977,01/01/2020,06/24/2023,Kentucky,Boyle County,2218,30988,7157.609397186007
978,01/01/2020,06/24/2023,Kentucky,Bracken County,176,8426,2088.7728459530026
979,01/01/2020,06/24/2023,Kentucky,Breathitt County,596,12953,4601.250675519184
980,01/01/2020,06/24/2023,Kentucky,Breckinridge County,661,21124,3129.1422079151675
981,01/01/2020,06/24/2023,Kentucky,Bullitt County,1475,84863,1738.0955186594865
982,01/01/2020,06/24/2023,Kentucky,Butler County,390,12375,3151.5151515151515
983,01/01/2020,06/24/2023,Kentucky,Caldwell County,491,12551,3912.0388813640348
984,01/01/2020,06/24/2023,Kentucky,Calloway County,1509,38280,3942.0062695924767
985,01/01/2020,06/24/2023,Kentucky,Campbell County,2852,93702,3043.691703485518
986,01/01/2020,06/24/2023,Kentucky,Carlisle County,199,4704,4230.442176870748
987,01/01/2020,06/24/2023,Kentucky,Carroll County,388,10987,3531.4462546646037
988,01/01/2020,06/24/2023,Kentucky,Carter County,693,26366,2628.3850413411215
989,01/01/2020,06/24/2023,Kentucky,Casey County,523,15918,3285.5886417891693
990,01/01/2020,06/24/2023,Kentucky,Christian County,2101,72032,2916.7592181252776
991,01/01/2020,06/24/2023,Kentucky,Clark County,1644,37304,4407.03409822003
992,01/01/2020,06/24/2023,Kentucky,Clay County,811,19648,4127.64657980456
993,01/01/2020,06/24/2023,Kentucky,Clinton County,355,9148,3880.629645824224
994,01/01/2020,06/24/2023,Kentucky,Crittenden County,309,8974,3443.280588366392
995,01/01/2020,06/24/2023,Kentucky,Cumberland County,318,6000,5300.0
996,01/01/2020,06/24/2023,Kentucky,Daviess County,5348,103458,5169.24742407547
997,01/01/2020,06/24/2023,Kentucky,Edmonson County,326,12448,2618.8946015424162
998,01/01/2020,06/24/2023,Kentucky,Elliott County,204,7245,2815.734989648033
999,01/01/2020,06/24/2023,Kentucky,Estill County,550,13936,3946.6130884041336
1000,01/01/2020,06/24/2023,Kentucky,Fayette County,19188,320154,5993.36569276036
1001,01/01/2020,06/24/2023,Kentucky,Fleming County,433,15442,2804.040927341018
1002,01/01/2020,06/24/2023,Kentucky,Floyd County,1870,34423,5432.414374110333
1003,01/01/2020,06/24/2023,Kentucky,Franklin County,2362,51644,4573.619394314926
1004,01/01/2020,06/24/2023,Kentucky,Fulton County,194,6338,3060.9024928999684
1005,01/01/2020,06/24/2023,Kentucky,Gallatin County,292,8792,3321.2010919017284
1006,01/01/2020,06/24/2023,Kentucky,Garrard County,493,17829,2765.1578888328004
1007,01/01/2020,06/24/2023,Kentucky,Grant County,630,25619,2459.1123775323003
1008,01/01/2020,06/24/2023,Kentucky,Graves County,1553,36461,4259.3456021502425
1009,01/01/2020,06/24/2023,Kentucky,Grayson County,1006,26825,3750.2329916123017
1010,01/01/2020,06/24/2023,Kentucky,Green County,429,11468,3740.844087896756
1011,01/01/2020,06/24/2023,Kentucky,Greenup County,964,35221,2737.0034922347463
1012,01/01/2020,06/24/2023,Kentucky,Hancock County,201,8920,2253.3632286995517
1013,01/01/2020,06/24/2023,Kentucky,Hardin County,4741,112273,4222.742778762481
1014,01/01/2020,06/24/2023,Kentucky,Harlan County,1390,25324,5488.864318433108
1015,01/01/2020,06/24/2023,Kentucky,Harrison County,866,19415,4460.468709760494
1016,01/01/2020,06/24/2023,Kentucky,Hart County,573,19724,2905.0902453863314
1017,01/01/2020,06/24/2023,Kentucky,Henderson County,1811,44119,4104.807452571455
1018,01/01/2020,06/24/2023,Kentucky,Henry County,313,15973,1959.5567520190323
1019,01/01/2020,06/24/2023,Kentucky,Hickman County,266,4447,5981.560602653474
1020,01/01/2020,06/24/2023,Kentucky,Hopkins County,2656,44929,5911.549333392686
1021,01/01/2020,06/24/2023,Kentucky,Jackson County,336,13104,2564.102564102564
1022,01/01/2020,06/24/2023,Kentucky,Jefferson County,41783,772144,5411.296338506807
1023,01/01/2020,06/24/2023,Kentucky,Jessamine County,1142,55017,2075.722049548321
1024,01/01/2020,06/24/2023,Kentucky,Johnson County,990,22116,4476.3971785132935
1025,01/01/2020,06/24/2023,Kentucky,Kenton County,7319,171321,4272.097407790055
1026,01/01/2020,06/24/2023,Kentucky,Knott County,390,13659,2855.260267955194
1027,01/01/2020,06/24/2023,Kentucky,Knox County,1163,29794,3903.470497415587
1028,01/01/2020,06/24/2023,Kentucky,Larue County,399,15303,2607.3318957067245
1029,01/01/2020,06/24/2023,Kentucky,Laurel County,2528,63296,3993.9332659251772
1030,01/01/2020,06/24/2023,Kentucky,Lawrence County,744,16000,4650.0
1031,01/01/2020,06/24/2023,Kentucky,Lee County,305,7293,4182.092417386535
1032,01/01/2020,06/24/2023,Kentucky,Leslie County,294,9864,2980.5352798053527
1033,01/01/2020,06/24/2023,Kentucky,Letcher County,871,20423,4264.7994907702105
1034,01/01/2020,06/24/2023,Kentucky,Lewis County,353,12973,2721.0359978416714
1035,01/01/2020,06/24/2023,Kentucky,Lincoln County,899,24776,3628.5114627058447
1036,01/01/2020,06/24/2023,Kentucky,Livingston County,377,8892,4239.766081871345
1037,01/01/2020,06/24/2023,Kentucky,Logan County,788,28283,2786.125941378213
1038,01/01/2020,06/24/2023,Kentucky,Lyon County,315,9187,3428.758027647763
1039,01/01/2020,06/24/2023,Kentucky,McCracken County,5477,67428,8122.738328290919
1040,01/01/2020,06/24/2023,Kentucky,McCreary County,372,17050,2181.818181818182
1041,01/01/2020,06/24/2023,Kentucky,McLean County,260,9054,2871.6589352772257
1042,01/01/2020,06/24/2023,Kentucky,Madison County,3252,96735,3361.7615134129323
1043,01/01/2020,06/24/2023,Kentucky,Magoffin County,317,11228,2823.2988956180975
1044,01/01/2020,06/24/2023,Kentucky,Marion County,719,19834,3625.0882323283254
1045,01/01/2020,06/24/2023,Kentucky,Marshall County,1148,31744,3616.431451612903
1046,01/01/2020,06/24/2023,Kentucky,Martin County,298,10928,2726.9399707174234
1047,01/01/2020,06/24/2023,Kentucky,Mason County,1261,16841,7487.678878926429
1048,01/01/2020,06/24/2023,Kentucky,Meade County,532,30131,1765.6234442932528
1049,01/01/2020,06/24/2023,Kentucky,Menifee County,192,6286,3054.4066178810053
1050,01/01/2020,06/24/2023,Kentucky,Mercer County,817,23097,3537.25592068234
1051,01/01/2020,06/24/2023,Kentucky,Metcalfe County,291,10482,2776.1877504293075
1052,01/01/2020,06/24/2023,Kentucky,Monroe County,454,11306,4015.566955598797
1053,01/01/2020,06/24/2023,Kentucky,Montgomery County,1094,28527,3834.963368037298
1054,01/01/2020,06/24/2023,Kentucky,Morgan County,391,14283,2737.5201288244766
1055,01/01/2020,06/24/2023,Kentucky,Muhlenberg County,1012,30568,3310.651661868621
1056,01/01/2020,06/24/2023,Kentucky,Nelson County,1346,47730,2820.029331657239
1057,01/01/2020,06/24/2023,Kentucky,Nicholas County,197,7686,2563.1017434296123
1058,01/01/2020,06/24/2023,Kentucky,Ohio County,832,23626,3521.5440616270207
1059,01/01/2020,06/24/2023,Kentucky,Oldham County,1156,70183,1647.1225225481955
1060,01/01/2020,06/24/2023,Kentucky,Owen County,318,11313,2810.92548395651
1061,01/01/2020,06/24/2023,Kentucky,Owsley County,179,4001,4473.881529617595
1062,01/01/2020,06/24/2023,Kentucky,Pendleton County,385,14810,2599.594868332208
1063,01/01/2020,06/24/2023,Kentucky,Perry County,3454,27133,12729.88611653706
1064,01/01/2020,06/24/2023,Kentucky,Pike County,5053,55973,9027.566862594465
1065,01/01/2020,06/24/2023,Kentucky,Powell County,427,12972,3291.7052112241754
